date,평균기온(°C),최저기온(°C),최고기온(°C),평균 이슬점온도(°C),평균 현지기압(hPa),평균 해면기압(hPa),합계 일사량(MJ/m2),평균 지면온도(°C),watt
20141118,5.3,0.5,12.3,-0.9,1020.1,1028.8,13.44,5.9,993.7944353
20141119,4.8,-2,12.4,-1.1,1019.7,1028.4,13.27,4.7,998.7099655
20141120,6.1,-0.4,14.9,-0.1,1017,1025.6,12.28,5.4,1013.712954
20141121,8,0.6,17.1,2.1,1015.6,1024.1,11.07,6.5,1011.904595
20141122,8,3.8,13.6,6.2,1016.6,1025.1,5.42,6.6,1023.988513
20141123,7.6,5.6,9.6,6.8,1017.2,1025.8,4.14,8.7,1016.129493
20141124,8.8,8.3,9.4,8.6,1012,1020.4,1.08,8.8,1022.328752
20141125,9.8,7.1,12.4,6.7,1009,1017.4,2.57,9,1028.376799
20141126,10,6.6,14.3,5.2,1010.7,1019,6.41,9.5,1040.845342
20141127,9.4,5.1,16.2,6.8,1014.9,1023.3,11.16,9,1019.680005
20141128,9.5,5.2,13.9,9,1007.4,1015.7,1.4,8.3,1026.010903
20141129,10.3,6.7,14.9,7.1,1012.1,1020.5,8.62,11.3,1006.499573
20141130,9.4,6.7,10.9,8.9,1003.9,1012.3,1.54,9.3,1040.610585
20141201,1.6,-4.2,9.6,-1.6,1007.2,1015.8,5.83,4.3,1083.809771
20141202,-3.5,-5.9,0.7,-9.2,1014.4,1023.3,10.5,0.7,1081.524939
20141203,-0.9,-4,1.6,-2,1012.1,1020.8,5.51,-0.2,1070.869766
20141204,-2.2,-4.3,1,-3.7,1011.9,1020.6,2.91,0,1069.914581
20141205,-4.9,-8.2,-0.1,-8.3,1013.4,1022.4,7.94,0,1084.722168
20141206,-3.2,-7.2,1.3,-7.7,1016.1,1025,11.28,-0.5,1079.539362
20141207,-2,-5.3,2.7,-5.7,1018.2,1027.1,7.54,-0.4,1097.116618
20141208,-0.8,-3.6,4,-3.3,1021.8,1030.7,9.46,-0.3,1071.262656
20141209,-2.3,-7.7,3.7,-7.9,1026.6,1035.5,12.47,-0.7,1048.132232
20141210,0.7,-3.8,3.6,-2.6,1017.2,1026,2.73,-0.4,1040.358384
20141211,1.2,-3.7,4.5,-2.7,1014.9,1023.6,7.14,1.7,1046.529754
20141212,-0.9,-4.2,4.1,-4.2,1014.9,1023.6,9.41,0.7,1042.270094
20141213,-3.7,-6.5,-0.5,-7.6,1018.6,1027.5,6.98,0.5,1064.359975
20141214,-1.5,-8.2,3.9,-6.3,1021.4,1030.2,11.18,-0.5,1035.682418
20141215,2.4,-1.2,5.7,-0.9,1016.6,1025.2,3.85,1.7,1087.406357
20141216,-1.8,-7,2.9,-5.5,1011.2,1020,8.76,1.2,1077.577073
20141217,-6.8,-10.5,-4,-12.2,1017.1,1026.1,9.7,-1,1047.906895
20141218,-4.9,-9.8,1.7,-12.4,1025.3,1034.3,11.93,-1.1,1057.316392
20141219,-2.6,-7.9,1.4,-7.2,1020.5,1029.4,5.78,-1.4,1078.441843
20141220,0.5,-4.3,4.2,-4.5,1013.5,1022.2,10.06,1,1049.340457
20141221,-3.7,-7.2,2.4,-9.2,1015.1,1024,11.04,-1,1092.494264
20141222,-3,-8.4,1.7,-4.7,1016.7,1025.5,6.76,-0.4,1052.861778
20141223,-1.3,-6.3,3.6,-3.6,1017.8,1026.7,4.98,-0.6,1080.284749
20141224,2.2,-1.7,7.4,-0.8,1014.2,1022.9,3.87,0.6,1066.940673
20141225,-1.1,-4.4,4.5,-7.6,1019.6,1028.5,11.78,-0.1,1054.166588
20141226,-2.3,-7.2,3.7,-10,1022.3,1031.2,11.86,-0.9,1048.358037
20141227,-1.4,-5.8,6.1,-7.3,1021.5,1030.4,10.1,-0.6,1064.354228
20141228,-0.8,-6.4,4.1,-5.1,1014.3,1023.1,7.17,-0.7,1048.526719
20141229,3.3,0,7.6,0.3,1007.3,1015.9,7.09,1.4,1051.280267
20141230,4.2,-1,10.1,-1.9,1009.2,1017.8,9.93,2,1053.193491
20141231,-0.6,-4.1,3,-5.6,1009.6,1018.3,5.36,-0.3,1068.910693
20150101,-5.6,-8.3,-2.4,-11.9,1016.3,1025.3,10.53,-1.5,1212.36968
20150102,-4.7,-7.3,0.3,-10.4,1017.4,1026.3,8.42,-2.4,1155.392583
20150103,-2.9,-9.9,3.9,-7.2,1015.9,1024.8,11.35,-2.2,1215.78718
20150104,2,-2.6,10.3,-1,1010.4,1019,8.28,0.1,1179.462772
20150105,3.2,-2.6,8.8,0.4,1008.6,1017.2,7.64,1.4,1204.011079
20150106,0,-5.8,4.5,-6.1,1008.1,1016.8,12.05,2.4,1205.049123
20150107,-4.2,-7.8,1.8,-12.6,1014.4,1023.3,10.66,-1.7,1218.790518
20150108,-3.1,-8.7,3.1,-8.2,1017.8,1026.7,12.54,-1.4,1164.553109
20150109,-1.4,-5.5,1.9,-3.6,1017.3,1026.1,4.5,-1.3,1164.705444
20150110,1.3,-4.3,7.1,-3.6,1015.9,1024.6,11.83,-0.1,1162.843906
20150111,1.4,-2.5,5.5,-5.3,1016.2,1024.9,11.31,0.8,1186.576888
20150112,-1.8,-6.7,4.6,-10.5,1026,1034.9,12.35,-0.7,1180.976873
20150113,0.2,-6.8,8.5,-6,1025.6,1034.4,10.04,-0.1,1190.244515
20150114,2,-0.2,5.2,-2.1,1018.3,1027,3.52,0.2,1198.043853
20150115,2.4,-1.8,9.5,-2.1,1014.1,1022.8,8.17,1.7,1181.453606
20150116,1,-2.2,3.5,-1.6,1012.8,1021.5,1.9,-0.2,1167.687321
20150117,-1.5,-5,3.3,-9.9,1020.2,1029.1,13.41,1,1152.24641
20150118,-0.6,-7.6,6.3,-5.2,1015.1,1023.8,11.87,-0.4,1149.825431
20150119,1.8,-2.5,5,-2.1,1015.1,1023.7,5.16,0.6,1185.363102
20150120,0.4,-5.2,6.7,-4.4,1018.8,1027.5,12.12,0.9,1175.905185
20150121,2.5,-1.2,6.2,-0.4,1013.6,1022.2,4.14,2.1,1201.83183
20150122,3.1,1.4,6.1,1,1010.6,1019.2,4.96,3.3,1193.240986
20150123,1.1,-1.6,5.8,-1.5,1014.4,1023.1,9.63,1.6,1229.657213
20150124,2.8,-1.7,8.7,-1.1,1018,1026.7,8.97,2.3,1180.41516
20150125,3.5,-1.3,8.4,1.1,1015.7,1024.4,5.04,3.3,1157.206507
20150126,5.3,2.5,7.7,4.3,1011.5,1020.1,1.82,5,1184.796069
20150127,-0.8,-6.2,3.4,-6.2,1016.2,1025,12.19,1.5,1168.882911
20150128,-3.4,-8.2,2.8,-9.9,1020.3,1029.2,13.32,-1.3,1158.387611
20150129,-0.2,-4,2.9,-2.5,1018.2,1027,4.07,0.2,1190.931718
20150130,-0.9,-4.5,2.9,-6.7,1017.5,1026.4,11.86,0.8,1193.667611
20150131,-3.5,-7.9,2.5,-10.8,1023.6,1032.6,15.23,-1.4,1173.638511
20150201,-2.3,-8.6,5.5,-9.9,1024.6,1033.5,15.45,-1,1094.16948
20150202,-0.5,-5.8,6.7,-8.8,1023,1031.9,13.14,0.1,1134.824478
20150203,0.5,-5.2,7.1,-6.6,1020.5,1029.3,10.2,0.1,1109.696876
20150204,0,-4.1,4.9,-3.2,1015,1023.8,8.43,-0.1,1130.483266
20150205,0.5,-3.1,5.3,-4.3,1015.4,1024.2,10.1,1,1143.753498
20150206,1.4,-3,7.8,-3.8,1017.6,1026.3,14.85,2,1113.714587
20150207,1.7,-2.5,5.4,-2.5,1013.3,1022,8.05,1.7,1126.788339
20150208,-6,-8.8,2.8,-15.3,1018.1,1027.1,16.61,-2,1116.599589
20150209,-4.5,-12.4,1.4,-12,1019.4,1028.4,14.99,-2.4,1117.910909
20150210,3.8,-0.5,9.2,-2.5,1010.6,1019.2,11.96,1.6,1154.408379
20150211,5.2,1.8,9.6,0.4,1005.1,1013.6,9.53,2.7,1142.477733
20150212,-0.5,-4.1,4.4,-11.4,1006.7,1015.4,17,0.8,1121.194678
20150213,-0.8,-5.6,5.2,-11.4,1012.1,1020.9,17.01,-0.3,1101.186138
20150214,2.4,-4.7,9.7,-2.2,1013.7,1022.3,12.89,1.1,1131.125934
20150215,6.1,0,11.7,1.7,1012.4,1020.9,7.72,4.2,1145.583007
20150216,4.8,4.4,6.2,4.4,1006.6,1015.1,1.33,4.7,1116.649056
20150217,3.1,1.5,5.6,-0.5,1008.7,1017.3,5.82,3.3,1137.211166
20150218,1.8,1.1,4.2,-2,1013.3,1022,4.25,2.3,1136.685194
20150219,2.4,-1.9,8.7,-2.6,1018.3,1027,15.82,3.6,1134.123049
20150220,4.8,-3.2,12.3,-1.8,1017.8,1026.4,14.59,4.5,1092.738636
20150221,6.5,5.3,7.4,3.8,1009.9,1018.4,3.39,5.6,1110.749638
20150222,6,0.8,10.8,2.1,1008.9,1017.4,12,7,1168.035056
20150223,3,0.4,9.2,-3.2,1011.9,1020.5,15.66,5.3,1142.96307
20150224,3.5,-0.9,10.1,-3.1,1011,1019.6,17.26,4,1128.883383
20150225,5.8,-0.2,12.4,-2.4,1010.6,1019.2,11.43,5.3,1103.724178
20150226,3.3,-1.8,7.5,-6.5,1011.8,1020.4,16,5.5,1118.159746
20150227,-0.4,-3.5,4.1,-11.1,1019.1,1027.9,17.52,3.2,1158.268314
20150228,2.1,-4.1,7.1,-4.8,1018.3,1027,7.1,2.4,1121.458769
20150301,3,-0.1,6.6,-2.2,1012,1020.7,10.64,4,1096.30928
20150302,3.8,-3.1,11,-6.4,1011.4,1020,20.08,4.4,1072.523884
20150303,4.6,1,9.7,-2.5,1005.2,1013.7,8.25,6,1093.561481
20150304,-0.4,-3.5,4.9,-10.9,1013.9,1022.6,20.84,2.8,1078.179193
20150305,0.3,-6,6.9,-9.8,1018.1,1026.9,17.18,2.3,1068.105767
20150306,3.9,-4,12.1,-6.9,1015.5,1024.1,20.18,4.6,1054.242907
20150307,4.9,-2.4,12.6,-7.3,1015.5,1024,20.72,5.4,1062.37402
20150308,7.7,-2.1,16.8,-4.6,1014.2,1022.7,18.06,7.2,1074.50142
20150309,4.4,-4.1,11,-8.8,1012.6,1021.2,18.79,7.7,1069.729548
20150310,-1.7,-5.5,2.7,-14.5,1016.9,1025.8,22.85,3,1082.663486
20150311,2.1,-3.2,8.5,-6.8,1013.2,1021.8,15.56,3.4,1047.715569
20150312,3.7,-2.5,10.6,-9.2,1012.1,1020.7,21.72,7.1,1069.945716
20150313,6.6,1.9,12.5,-3.5,1011.2,1019.7,12.41,7.9,1105.513486
20150314,5,-2.9,12.3,-6.8,1015.3,1023.9,20.12,7.5,1085.428608
20150315,6.8,-1.7,15.9,-5,1014,1022.5,19.51,9.5,1090.842993
20150316,10.3,0.6,20.4,-3.6,1012.3,1020.7,19.06,12.5,1063.868021
20150317,13,3.9,20.9,-0.4,1009.3,1017.5,13.99,13.3,1088.831516
20150318,9.7,8.5,12.7,7.2,1003.3,1011.6,1.77,9.1,1085.503949
20150319,13.8,7.4,21.4,7.4,1005.4,1013.6,22.14,15,1097.915501
20150320,14,8.9,21.7,1.5,1009.3,1017.5,17.69,13.4,1101.419658
20150321,12.4,5.2,19.7,-0.1,1008,1016.3,20.77,12,1081.249391
20150322,9.7,3.1,17.2,-3.5,1012.5,1020.9,22.16,11.3,1046.187698
20150323,5.3,-0.4,11.7,-8.7,1018.1,1026.7,24.63,8.5,1083.068532
20150324,5.7,-1.4,13.6,-6.6,1022.7,1031.3,24.21,9.6,1099.379153
20150325,6.8,-2.1,15.6,-6.8,1026.1,1034.7,24.78,10.9,1064.24104
20150326,8.5,-0.7,17.8,-5.5,1025.1,1033.6,24.53,12.5,1075.974336
20150327,9.5,0.4,18.8,-4.6,1018.3,1026.7,20.19,11.5,1077.919326
20150328,10.6,0.6,20.2,-3.9,1010.5,1018.9,22.42,14.6,1063.948229
20150329,12.9,8.4,19.7,2.3,1009.3,1017.6,17.31,14.8,1078.945489
20150330,14.8,6,23.4,6.3,1010.1,1018.3,22.87,17.4,1066.75957
20150331,12.2,9.1,13.4,10.9,1007,1015.2,3.08,11.7,1076.154121
20150401,11.9,10.1,14,10.4,1007.1,1015.3,3.31,12.1,1019.494056
20150402,16.1,9.3,23.3,11.6,997.9,1005.9,18.29,17.8,1068.330526
20150403,12,9.5,19.6,10,998.5,1006.7,8.1,13.1,1042.319339
20150404,12,8.4,18.2,7.3,1005.8,1014.1,12.19,12.6,1036.762102
20150405,10.4,8.2,11.7,9.8,1006,1014.4,3.95,12.1,1060.559391
20150406,10.4,6.7,12.3,8,1010.3,1018.6,5.41,11.8,1035.624869
20150407,8.3,4.4,13.4,4.7,1015,1023.5,11.38,10.8,1077.682661
20150408,9.4,6.6,13.9,4.2,1017.3,1025.7,13.47,11.6,1033.037721
20150409,10.3,5.2,16.7,3.3,1016.3,1024.8,22.11,13.5,1065.36095
20150410,11.5,4,19,1.4,1014.4,1022.8,24.78,14.2,1053.178819
20150411,13.6,4.4,22.4,0.6,1016.9,1025.2,25.84,16,1034.10089
20150412,13,6.5,18.3,0.6,1016.1,1024.4,12.22,12.9,1062.783417
20150413,10.8,8.8,13.2,6.5,1009.4,1017.7,5.43,10.6,1058.205618
20150414,9,6.9,13.3,6.4,1000.2,1008.6,10.84,12.2,1058.991018
20150415,11.9,6.8,18.3,7,1001.3,1009.5,23.69,14,1053.294703
20150416,11.3,6.6,21.3,6.8,1001.8,1010.1,13.13,10.9,1056.608633
20150417,11.1,4.3,18.3,0.5,1009.2,1017.5,27.06,13.4,1025.389423
20150418,13.1,3.3,21,3.1,1007.5,1015.8,14.14,14.6,1039.540781
20150419,14.3,12.1,16.7,13.8,998.7,1006.9,4.21,14.8,1031.697376
20150420,11.5,8.2,15.3,11,998.6,1006.8,3.63,12.5,1068.446474
20150421,13.3,6.2,22.6,5.6,1008,1016.3,26.08,15.8,1057.766956
20150422,13.6,6.7,19.9,5.2,1010.8,1019.1,22.99,15.1,1047.870315
20150423,14.5,6,22.7,0.1,1013.2,1021.5,26.73,15.9,999.3949837
20150424,17.2,11.5,24.7,4.6,1011.6,1019.7,25.92,17.7,1008.599314
20150425,16.4,6.8,25.8,1.2,1012.2,1020.3,28.62,18.6,1037.70708
20150426,18,7.9,27,1.8,1011.1,1019.2,27.53,19.9,1054.03881
20150427,19.3,10.7,26.9,2.2,1008.5,1016.6,27.61,21.7,1053.946084
20150428,17.7,10,24.6,9.3,1005.4,1013.5,13.98,19.1,1055.228507
20150429,16.3,14.6,18.7,14.8,1003.9,1012,5.7,17,1008.752376
20150430,20.2,14.7,25.7,14.4,1004.9,1012.9,23.86,21.1,1027.03224
20150501,21.3,14.1,28.8,15.7,1005.5,1013.5,25.93,24.1,1049.341292
20150502,21.7,15.8,27.4,16.1,1003.7,1011.7,22.33,23.6,1006.735664
20150503,19.2,17.1,21.8,17.6,998.7,1006.7,7.42,20.7,1038.324291
20150504,16.4,10.2,21.3,6.4,1001.9,1010,27.61,20.2,1027.093818
20150505,13.6,5.7,21.4,2.8,1004.1,1012.3,30.84,18.3,1036.739072
20150506,14.8,6.4,23,4.7,1004,1012.1,19.14,16.9,1050.549666
20150507,16.7,8.1,25.1,4.3,1004.6,1012.7,26.71,20.1,1068.168407
20150508,16.5,9.3,21.4,8.4,1005.4,1013.5,15.36,18,1039.342627
20150509,19,14.6,25,11.2,1005,1013,25.61,23.1,1042.363584
20150510,19.8,12.1,26.7,10.8,1009,1017,28.56,24,990.9525266
20150511,18.2,13.5,24.6,13.4,1002.4,1010.4,16.62,20.6,1017.803868
20150512,14.9,11.6,19.3,10.3,994,1002.1,24.6,18.4,1026.834243
20150513,19.8,13.6,25,10,997.7,1005.6,29.35,20.3,1050.340677
20150514,22.3,14.6,29.1,14.3,999.6,1007.5,20.44,22.8,1026.760828
20150515,20.2,16.9,22.6,17.3,1001,1008.9,11.31,21.1,1040.248734
20150516,19,13.7,26.1,6.7,1002.6,1010.6,31.22,23.2,1039.09195
20150517,18.6,10.1,26.8,5.6,1003,1011.1,28.02,21.9,1043.499672
20150518,18.7,14.5,24,10.1,997.3,1005.3,18.34,20.7,1011.779945
20150519,18.1,14.4,23.7,13.6,998.6,1006.6,17.48,20.6,1003.131344
20150520,16.9,11.1,22.7,8.2,1000.9,1009,32.28,23,1053.659803
20150521,19,11.1,27,8.8,1006.4,1014.5,31.22,24.3,1037.082114
20150522,21.3,15,28,8.7,1006.2,1014.2,29.19,26.1,1034.711991
20150523,21.4,14.6,28.5,8.3,1003.2,1011.2,29.26,26.9,1070.476495
20150524,20.8,12.5,29.2,5.8,1000.8,1008.8,31.6,26.7,1031.128325
20150525,20.9,12,29.8,10.1,1001.4,1009.4,30.81,27.1,1032.573266
20150526,22.3,13.3,31.8,9.5,1003.7,1011.6,31.86,28.3,1017.229546
20150527,23.3,13.2,32,6.5,1002.3,1010.2,32.47,28.5,1027.073654
20150528,24.5,17.4,32.1,8.9,1000.8,1008.6,29.19,30.1,1022.560544
20150529,24.4,17.1,30.9,11.6,999.5,1007.3,27.36,30.8,1057.770101
20150530,18.5,15.9,22.5,15.2,998,1005.9,11.43,20.4,1016.72453
20150531,21.1,14.3,28.6,13.3,1000.3,1008.2,25.66,25.1,1042.172429
20150601,23.3,15.8,30.2,12.5,1002.2,1010.1,28.27,28.9,978.2401822
20150602,22.5,18,29.3,13,1000.1,1008,19.02,27.8,1000.593124
20150603,22.1,17.2,27.5,8.7,1000,1007.9,31.42,29.1,1005.026668
20150604,22.9,13.5,30.1,8.1,1002,1009.8,27.69,29.7,987.8566676
20150605,18.8,14.4,23.2,10.2,999.1,1007.1,13.2,22,981.3292427
20150606,22.1,14,29.3,12,1004.4,1012.3,29.33,29.6,985.5943127
20150607,24.1,16.9,31.2,13.8,1005.1,1013,29.26,31.5,1012.890894
20150608,22,18,25.9,14.7,999.7,1007.6,12.78,26.4,1021.458143
20150609,23.1,17.1,30,15.7,999.2,1007,26.36,30.1,998.3397318
20150610,25.8,17.8,35,16.7,999.5,1007.3,26.87,32.5,981.8114346
20150611,23.2,19,27.3,17.6,994.7,1002.5,9.53,25.9,977.1493116
20150612,24.8,20.2,30.7,15.7,995.9,1003.7,29.59,31.7,996.5526409
20150613,26.2,20,32.5,15.7,997.8,1005.6,22.76,31.5,986.4838385
20150614,23.1,19.3,28.1,18.1,999.6,1007.5,19.03,24.6,983.7079185
20150615,24.9,21.7,30.1,19.4,999.2,1007,19.87,29.3,1002.718701
20150616,24.6,21,30.3,19.6,997.4,1005.2,24.43,28.5,1001.111247
20150617,22.5,19.9,27.7,20.2,996.6,1004.5,9.97,25.3,1005.109905
20150618,25,19.3,31,16.4,997.6,1005.4,28.21,29.7,1007.701714
20150619,25.1,20.8,30.5,17.2,1000.2,1008,24.77,33.3,1008.33431
20150620,20.7,18,23.1,18.2,1001.1,1009.1,6.89,23.2,992.7313907
20150621,23.5,17.9,28.7,17.9,1001.9,1009.7,27.54,27.6,988.161538
20150622,24.4,20,29.7,18.1,1002.2,1010,23.5,28.7,982.6452124
20150623,25,18.3,30.9,16.8,1002.7,1010.5,28.55,31.9,995.9030872
20150624,24,21.1,30.1,19.6,1000.9,1008.8,15.74,27.5,1015.078662
20150625,21.8,19.7,24.9,19.3,995.5,1003.3,11.66,24.1,996.97989
20150626,20.4,18.8,22.7,18.7,988.8,996.6,8.55,22.4,979.4915248
20150627,23.4,17.9,29.1,18.1,998,1005.9,26.78,29.2,1000.733163
20150628,24.9,19.6,30.4,18.7,1001.7,1009.6,27.71,28.5,1040.993325
20150629,25.7,19.8,31.7,19.4,999,1006.8,26.28,29.3,995.2545938
20150630,22.3,19.7,26.8,19.6,991.3,999.1,8.35,23,981.7602647
20150701,22.8,19.3,28.3,18.1,989,996.8,22.28,26.7,1010.720962
20150702,23.6,18.5,28.8,17.3,994.1,1001.9,28.54,29.5,1032.407768
20150703,23.7,20.2,29.4,16.1,997.9,1005.7,27.22,29.8,999.0818345
20150704,23.3,16.5,29.9,14.4,1001.4,1009.3,31.94,31.3,1023.460342
20150705,24.2,20.2,30.2,17.6,1003.2,1011.1,28.03,32.8,1013.392172
20150706,24.3,20,29.1,19,1003.3,1011.2,23.09,30.1,1031.075706
20150707,20.4,17.6,23.2,17.5,1002.7,1010.7,5.98,22,1008.664384
20150708,21.4,18,25.1,20,1003.3,1011.2,10.87,23.2,1017.55106
20150709,22,20.2,23.9,20.6,1006.8,1014.7,8.39,23.2,1022.570513
20150710,26.5,21.7,31.5,22,1005.3,1013.1,25.82,31.4,1015.630116
20150711,27.1,23.9,32.8,23.4,1001.5,1009.2,19.67,31.3,1010.083089
20150712,24.8,23.2,26.6,23.2,987.5,995.2,4.96,25.3,1015.167626
20150713,23.9,22.2,26.4,21.7,988.1,995.9,6.15,24.5,1022.289242
20150714,26.4,22.7,31.4,21.9,996.1,1003.9,25.93,28.9,1003.985561
20150715,27,21.9,32.9,21.2,998.2,1006,25.81,29.1,994.0213714
20150716,25.1,20.9,29.5,17.6,998.4,1006.2,25,28.8,1010.065896
20150717,23.2,18.4,27.3,16.4,998.3,1006.1,21.13,27.9,1014.180863
20150718,24.4,21.5,27.8,20.7,1001.3,1009.1,11.61,27.1,1036.902287
20150719,25.8,22.4,30.3,22.5,1002.4,1010.2,16.96,29.6,995.1379894
20150720,27.4,24.2,31.4,23,1000.9,1008.6,19.86,33.5,1021.340701
20150721,26.4,24.2,29.7,24.6,999.1,1006.9,9.74,30.1,1010.117696
20150722,27.2,24.6,30.6,25,998.3,1006.1,13.84,28.4,1017.334915
20150723,25.6,24.7,28.6,24.9,999.5,1007.3,7.87,26.2,1007.391076
20150724,25.5,24.5,26.5,24.8,997.6,1005.4,2.76,25.8,1004.619303
20150725,27.1,24.6,30.4,23.7,998.8,1006.5,13.17,27.7,1007.697191
20150726,28.6,24.5,32.9,22.8,1000,1007.7,25.64,30.8,1026.365541
20150727,25.7,24.6,28,23.8,1000.7,1008.5,8.13,27.6,1041.743985
20150728,27.5,24.7,31.4,24.3,1000.4,1008.1,20.71,29.6,1019.566191
20150729,27.1,24.6,31.2,25.4,999.5,1007.3,11.07,27.5,995.493827
20150730,29.4,25.9,34.3,25.3,1000.9,1008.6,25.12,30.8,987.0395834
20150731,29.6,25.5,34,24.6,1001.5,1009.2,28.3,33.1,1014.471064
20150801,29.3,25.4,33.8,24.1,1002.2,1010,27.77,33.8,1071.730311
20150802,28,26,31.7,25,1002.5,1010.3,13.8,29.4,1086.121573
20150803,29,25,33.4,22.8,1001.5,1009.3,27.86,34.7,1098.800368
20150804,28.7,24,33.8,22.6,999.9,1007.6,28.01,33.7,1066.0861
20150805,29,24.4,33.8,23.2,1000.9,1008.6,24.23,35.2,1059.817212
20150806,29.9,24.7,35.2,24.1,1003.8,1011.5,26.47,36.8,1086.649836
20150807,30.6,25.8,36.3,24.2,1006.7,1014.5,23.84,33.7,1101.345515
20150808,27.7,25,34.3,24,1005.8,1013.6,16.6,31.5,1047.266706
20150809,27.6,23.8,32.3,23,1003.2,1011,22.48,32.7,1064.560606
20150810,26.3,23.2,29.9,22.4,1002,1009.8,14.28,30.1,1081.340821
20150811,25.9,23.5,28.5,21.8,1000,1007.8,6.78,27.8,1084.61369
20150812,25.3,21.8,30.2,19.6,997,1004.8,17.92,31.6,1109.347579
20150813,26.4,22.2,32,21.6,997.3,1005.1,20.01,29.9,1111.246344
20150814,27,21.9,32.8,21.7,998.3,1006.1,22.23,35.3,1067.208528
20150815,28,22.5,33.6,22.1,1000.2,1007.9,22.77,36.6,1085.396856
20150816,26.7,23,29.7,22,999.4,1007.2,10.3,29.7,1086.085546
20150817,26.8,21,32.5,20.2,1000.1,1007.8,23.9,32.2,1094.572749
20150818,27.9,23.1,33.2,20.6,1004.5,1012.3,22.86,33.9,1087.410921
20150819,26.8,23.5,31.2,20.6,1005.3,1013.1,15.25,32,1066.841449
20150820,24.8,22.6,28.2,21.5,1001.9,1009.7,9.56,27.1,1090.630851
20150821,24.5,20.9,30.4,21.5,997,1004.8,19.58,27,1070.969861
20150822,25.1,22.2,28.5,21.9,998.1,1005.9,11.46,26.4,1078.740293
20150823,26.1,22.1,31.2,20.6,999.2,1007,20.75,30,1086.077002
20150824,26.5,24.3,30,20.7,998.8,1006.6,15.03,29.2,1092.189359
20150825,20.7,19.7,25.3,20.1,992.9,1000.8,4.01,22.6,1107.212243
20150826,23.1,18.9,28.4,17.8,998,1005.9,24.59,25.5,1056.83972
20150827,23.8,21.3,26.5,20.4,999.8,1007.7,14.69,26.7,1075.859608
20150828,24.2,20,29.7,20.2,1000.8,1008.6,23.79,27.3,1073.65682
20150829,23.9,19.3,29.7,18.1,1001.2,1009.1,23.4,28.6,1075.187588
20150830,24.5,18.7,30.5,19.1,1003,1010.9,23.6,28.3,1090.724082
20150831,25.3,20.3,30.3,20,1003.7,1011.5,20.98,28.3,1100.215838
20150901,25.4,22.2,28.7,18.9,1002.2,1010.1,15.09,26.2,1129.413625
20150902,23.4,20.6,29.1,20.5,1004.3,1012.2,11.73,25.1,1104.21242
20150903,23.8,20.6,28.9,19.8,1003.4,1011.3,20.27,26.6,1128.532402
20150904,24.9,20,30.5,19.7,1004.6,1012.4,20.66,27.9,1109.56071
20150905,22.9,20.8,27.1,19.9,1001.1,1008.9,9.02,24.4,1158.2833
20150906,21.8,19.5,25,17.1,999.1,1007,9.46,23.6,1102.660043
20150907,22.6,16.2,28.5,14.8,1004.5,1012.4,26.26,26.4,1112.29505
20150908,21.8,15.4,27.5,11.8,1007.9,1015.9,26.5,26.4,1113.926513
20150909,21.4,13.8,28.4,12,1007.8,1015.8,25.76,26.2,1134.757324
20150910,21.8,15.5,28.8,14.3,1006.4,1014.4,24.58,26.8,1128.019634
20150911,21.3,16.6,27.7,17.5,1002.8,1010.8,15.34,23.9,1125.410755
20150912,17.8,14.6,21,15.3,1002.6,1010.7,7.65,20.1,1111.766895
20150913,18.7,13,25.6,11.7,1009.4,1017.5,23.64,21.7,1101.546847
20150914,19.9,12.8,27.6,12.2,1013.8,1021.9,22.54,22.5,1138.360852
20150915,20.4,13.8,26.3,11.8,1012.9,1021,21.76,28.5,1128.803373
20150916,20.1,14,25.6,13.3,1009.8,1017.8,15.79,23.8,1120.105477
20150917,21.5,15.9,28.1,14.2,1008.6,1016.6,22.27,27.3,1101.013407
20150918,21.6,15.6,28,15.2,1008.6,1016.5,22.41,29.5,1143.857887
20150919,21.6,16.5,27.5,15.5,1006,1014,19.12,26,1099.169534
20150920,21.5,15.3,28,15.1,1004.8,1012.8,20.27,25.7,1072.761634
20150921,21.9,15.8,29.1,14.9,1006.5,1014.5,21.9,27,1114.776792
20150922,23.1,16,31.3,13.2,1007.7,1015.6,23.04,27.5,1134.67706
20150923,20.5,17.7,23.8,15.6,1003,1011,6.79,22.4,1131.436991
20150924,22,18.1,27.3,16.6,999.7,1007.6,12.49,24.7,1121.970679
20150925,22.1,17.8,27.5,16.3,999.9,1007.8,14.89,25.1,1143.20334
20150926,20.9,16.1,26.4,15.5,1003.6,1011.6,14.06,24.1,1117.353921
20150927,20.8,13.3,29.5,12.3,1007.1,1015.1,21.82,25.3,1098.80874
20150928,22.2,13.3,30.9,10.4,1010.9,1018.9,20.45,25.7,1134.713704
20150929,23,16.3,30.1,12.1,1014.8,1022.9,20.86,27.8,1138.176395
20150930,21.1,18.2,25.9,12.4,1013.2,1021.2,11.49,25.3,1144.469093
20151001,18.1,13.3,23.3,15.3,996,1004,1.93,19.4,989.9248764
20151002,15.7,8.1,22.5,7.7,1007.5,1015.7,21.06,17.2,1036.522592
20151003,19.2,14.1,25.5,12.9,1011.4,1019.5,17.18,19.4,1001.506141
20151004,16.5,10.5,23.8,7.1,1017.8,1026.1,17.37,18.3,983.9471419
20151005,17.8,11.8,25.4,9.3,1015.6,1023.7,19.85,19.5,1024.255043
