date,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최다풍향(16방위),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),elec
20150307,4.9,-2.4,12.6,0.0,3.3,1.2,320.0,-7.3,46.1,1015.5,1024.0,10.8,20.72,0.0,0.8,0.0,5.4,775723.1801009978
20150308,7.7,-2.1,16.8,0.0,3.3,1.2,90.0,-4.6,46.0,1014.2,1022.7,9.0,18.06,0.0,3.6,0.9,7.2,775288.6626271055
20150309,4.4,-4.1,11.0,0.0,7.4,3.1,320.0,-8.8,39.5,1012.6,1021.2,9.1,18.79,0.0,3.9,1.8,7.7,775370.1434679986
20150310,-1.7,-5.5,2.7,0.0,6.8,3.9,320.0,-14.5,39.1,1016.9,1025.8,11.0,22.85,0.0,1.6,1.6,3.0,776472.944784053
20150311,2.1,-3.2,8.5,0.0,5.1,2.5,230.0,-6.8,53.8,1013.2,1021.8,8.2,15.56,0.0,2.6,2.6,3.4,774678.3022552497
20150312,3.7,-2.5,10.6,0.0,5.0,2.0,200.0,-9.2,41.8,1012.1,1020.7,11.0,21.72,0.0,1.9,1.5,7.1,775697.6360939734
20150313,6.6,1.9,12.5,0.9,4.2,2.0,340.0,-3.5,54.5,1011.2,1019.7,3.9,12.41,0.0,5.9,4.4,7.9,776509.0941167836
20150314,5.0,-2.9,12.3,0.0,3.2,1.2,320.0,-6.8,46.0,1015.3,1023.9,9.1,20.12,0.0,1.9,0.0,7.5,775528.2698360649
20150315,6.8,-1.7,15.9,0.0,3.1,1.1,320.0,-5.0,47.6,1014.0,1022.5,10.1,19.51,0.0,2.6,0.0,9.5,774996.0420435141
20150316,10.3,0.6,20.4,0.0,2.4,0.9,320.0,-3.6,42.9,1012.3,1020.7,9.3,19.06,0.0,2.3,0.0,12.5,776805.6365894265
20150317,13.0,3.9,20.9,0.0,2.8,0.9,320.0,-0.4,42.8,1009.3,1017.5,4.9,13.99,0.0,6.4,3.1,13.3,776937.6479630441
20150318,9.7,8.5,12.7,37.4,6.3,2.3,90.0,7.2,86.6,1003.3,1011.6,0.0,1.77,0.0,9.5,6.9,9.1,775656.4542431886
20150319,13.8,7.4,21.4,0.0,3.1,1.3,320.0,7.4,68.3,1005.4,1013.6,11.0,22.14,0.0,3.3,1.8,15.0,776157.1544592283
20150320,14.0,8.9,21.7,0.0,3.0,0.8,340.0,1.5,49.0,1009.3,1017.5,7.5,17.69,0.0,5.5,2.0,13.4,774812.0609041513
20150321,12.4,5.2,19.7,0.0,5.0,1.6,200.0,-0.1,46.0,1008.0,1016.3,9.7,20.77,0.0,0.5,0.0,12.0,774994.8772000442
20150322,9.7,3.1,17.2,0.0,6.1,2.5,320.0,-3.5,48.9,1012.5,1020.9,10.4,22.16,0.0,0.0,0.0,11.3,775512.589173024
20150323,5.3,-0.4,11.7,0.0,5.8,2.4,320.0,-8.7,38.1,1018.1,1026.7,11.6,24.63,0.0,0.0,0.0,8.5,775798.1368199895
20150324,5.7,-1.4,13.6,0.0,4.0,1.3,230.0,-6.6,45.1,1022.7,1031.3,11.5,24.21,0.0,0.0,0.0,9.6,774590.7904144515
20150325,6.8,-2.1,15.6,0.0,3.2,1.2,320.0,-6.8,43.8,1026.1,1034.7,11.7,24.78,0.0,0.0,0.0,10.9,775503.1553629398
20150326,8.5,-0.7,17.8,0.0,3.8,1.4,340.0,-5.5,40.5,1025.1,1033.6,11.7,24.53,0.0,0.0,0.0,12.5,775774.7470757064
20150327,9.5,0.4,18.8,0.0,3.5,1.2,290.0,-4.6,40.9,1018.3,1026.7,10.4,20.19,0.0,2.3,0.0,11.5,777272.9639858928
20150328,10.6,0.6,20.2,0.0,5.1,1.6,200.0,-3.9,39.8,1010.5,1018.9,9.3,22.42,0.0,3.4,3.0,14.6,775515.3193424094
20150329,12.9,8.4,19.7,0.0,4.1,1.2,320.0,2.3,50.0,1009.3,1017.6,6.3,17.31,0.0,4.4,3.4,14.8,774841.5063154671
20150330,14.8,6.0,23.4,0.0,3.4,1.3,230.0,6.3,62.1,1010.1,1018.3,10.3,22.87,0.0,0.0,0.0,17.4,776197.2707500645
20150331,12.2,9.1,13.4,5.5,3.5,0.8,320.0,10.9,92.6,1007.0,1015.2,0.0,3.08,0.0,8.6,6.9,11.7,775357.8691576319
20150401,11.9,10.1,14.0,0.6,7.2,2.4,340.0,10.4,91.1,1007.1,1015.3,0.0,3.31,0.0,9.3,7.6,12.1,748507.6239718231
20150402,16.1,9.3,23.3,4.2,9.1,5.2,110.0,11.6,75.5,997.9,1005.9,7.1,18.29,0.0,7.1,5.8,17.8,749335.6050002028
20150403,12.0,9.5,19.6,13.0,5.2,2.1,200.0,10.0,88.4,998.5,1006.7,0.8,8.1,0.0,7.8,4.8,13.1,750184.2517164294
20150404,12.0,8.4,18.2,13.5,5.8,3.2,110.0,7.3,75.1,1005.8,1014.1,5.2,12.19,0.0,6.5,4.1,12.6,749309.7516828338
20150405,10.4,8.2,11.7,3.1,4.1,1.5,110.0,9.8,96.5,1006.0,1014.4,0.0,3.95,0.0,10.0,6.0,12.1,748554.3119224438
20150406,10.4,6.7,12.3,2.1,2.7,1.1,360.0,8.0,86.1,1010.3,1018.6,0.0,5.41,0.0,9.1,4.1,11.8,750536.6136654018
20150407,8.3,4.4,13.4,0.0,5.1,1.9,110.0,4.7,78.9,1015.0,1023.5,2.3,11.38,0.0,8.5,5.0,10.8,749060.1008801941
20150408,9.4,6.6,13.9,0.0,3.7,1.9,110.0,4.2,71.3,1017.3,1025.7,2.1,13.47,0.0,8.1,7.3,11.6,750489.302104302
20150409,10.3,5.2,16.7,0.0,3.2,1.2,320.0,3.3,65.0,1016.3,1024.8,10.1,22.11,0.0,3.9,2.5,13.5,749724.8311436857
20150410,11.5,4.0,19.0,0.0,3.1,1.3,340.0,1.4,54.6,1014.4,1022.8,10.8,24.78,0.0,0.0,0.0,14.2,750849.0715588892
20150411,13.6,4.4,22.4,0.0,2.9,1.1,340.0,0.6,46.3,1016.9,1025.2,11.4,25.84,0.0,0.9,0.0,16.0,750485.8727335628
20150412,13.0,6.5,18.3,0.0,7.0,2.8,90.0,0.6,46.6,1016.1,1024.4,1.5,12.22,0.0,7.6,2.3,12.9,751329.5963233017
20150413,10.8,8.8,13.2,1.5,7.8,3.3,90.0,6.5,75.8,1009.4,1017.7,0.2,5.43,0.0,9.6,5.4,10.6,750283.6925385679
20150414,9.0,6.9,13.3,10.5,3.7,1.2,360.0,6.4,84.6,1000.2,1008.6,2.0,10.84,0.0,9.1,6.4,12.2,749285.0254741557
20150415,11.9,6.8,18.3,1.9,5.7,2.1,200.0,7.0,74.5,1001.3,1009.5,8.9,23.69,0.0,4.3,2.6,14.0,750304.4850418441
20150416,11.3,6.6,21.3,2.4,6.9,2.2,200.0,6.8,76.1,1001.8,1010.1,7.0,13.13,0.0,2.4,1.5,10.9,747681.4612008509
20150417,11.1,4.3,18.3,0.0,5.6,1.9,200.0,0.5,53.1,1009.2,1017.5,11.2,27.06,0.0,1.4,0.0,13.4,749220.1014906161
20150418,13.1,3.3,21.0,4.8,4.6,0.9,320.0,3.1,55.6,1007.5,1015.8,5.2,14.14,0.0,6.1,4.0,14.6,750237.9562589382
20150419,14.3,12.1,16.7,4.0,2.5,0.8,320.0,13.8,97.3,998.7,1006.9,0.0,4.21,0.0,10.0,5.3,14.8,750451.6274837444
20150420,11.5,8.2,15.3,13.0,4.0,1.8,340.0,11.0,97.0,998.6,1006.8,0.0,3.63,0.0,7.9,4.6,12.5,749407.0645230645
20150421,13.3,6.2,22.6,0.0,3.4,1.3,200.0,5.6,65.5,1008.0,1016.3,9.4,26.08,0.0,4.3,2.3,15.8,748603.3263320874
20150422,13.6,6.7,19.9,0.0,5.4,1.8,200.0,5.2,59.4,1010.8,1019.1,10.3,22.99,0.0,3.6,1.4,15.1,747008.7635056919
20150423,14.5,6.0,22.7,0.0,5.6,1.8,200.0,0.1,47.5,1013.2,1021.5,12.1,26.73,0.0,2.5,0.0,15.9,749325.7199385534
20150424,17.2,11.5,24.7,0.0,4.0,2.0,180.0,4.6,45.0,1011.6,1019.7,11.0,25.92,0.0,2.4,1.0,17.7,750026.4354214773
20150425,16.4,6.8,25.8,0.0,3.4,1.4,270.0,1.2,41.1,1012.2,1020.3,12.6,28.62,0.0,0.0,0.0,18.6,748442.2852008169
20150426,18.0,7.9,27.0,0.0,4.8,2.0,180.0,1.8,37.0,1011.1,1019.2,12.3,27.53,0.0,0.0,0.0,19.9,748826.7009890471
20150427,19.3,10.7,26.9,0.0,5.5,1.8,180.0,2.2,33.3,1008.5,1016.6,12.4,27.61,0.0,2.0,0.0,21.7,751116.6116396001
20150428,17.7,10.0,24.6,0.5,5.6,1.4,320.0,9.3,61.0,1005.4,1013.5,3.7,13.98,0.0,7.6,2.8,19.1,750408.1480205061
20150429,16.3,14.6,18.7,20.1,6.1,2.5,110.0,14.8,91.1,1003.9,1012.0,0.0,5.7,0.0,9.8,5.6,17.0,747643.8101532661
20150430,20.2,14.7,25.7,0.0,4.2,1.7,140.0,14.4,71.5,1004.9,1012.9,9.7,23.86,0.0,5.1,3.9,21.1,748299.883709745
20150501,21.3,14.1,28.8,0.0,2.6,1.0,160.0,15.7,73.1,1005.5,1013.5,10.4,25.93,0.0,1.6,1.6,24.1,741051.2014032226
20150502,21.7,15.8,27.4,0.0,3.3,1.2,200.0,16.1,72.5,1003.7,1011.7,7.9,22.33,0.0,6.0,3.8,23.6,741408.9461725645
20150503,19.2,17.1,21.8,5.3,3.7,1.2,20.0,17.6,90.8,998.7,1006.7,0.0,7.42,0.0,10.0,5.1,20.7,742036.4845206747
20150504,16.4,10.2,21.3,0.0,7.4,2.6,320.0,6.4,58.0,1001.9,1010.0,11.8,27.61,0.0,3.1,1.8,20.2,740244.5734776426
20150505,13.6,5.7,21.4,0.0,4.7,1.9,200.0,2.8,52.1,1004.1,1012.3,13.1,30.84,0.0,0.4,0.0,18.3,741315.4958169028
20150506,14.8,6.4,23.0,0.0,2.1,0.9,340.0,4.7,53.8,1004.0,1012.1,5.4,19.14,0.0,6.8,1.5,16.9,741100.6528350501
20150507,16.7,8.1,25.1,0.0,3.2,1.3,320.0,4.3,48.6,1004.6,1012.7,11.5,26.71,0.0,2.3,0.5,20.1,741823.3812609244
20150508,16.5,9.3,21.4,0.0,3.8,1.0,230.0,8.4,60.5,1005.4,1013.5,4.6,15.36,0.0,7.0,4.0,18.0,740523.0138697374
20150509,19.0,14.6,25.0,0.0,2.8,1.2,340.0,11.2,62.4,1005.0,1013.0,8.8,25.61,0.0,4.4,2.4,23.1,741691.4371973553
20150510,19.8,12.1,26.7,0.0,5.9,1.2,110.0,10.8,60.4,1009.0,1017.0,12.2,28.56,0.0,0.9,0.9,24.0,741201.7587316639
20150511,18.2,13.5,24.6,10.0,7.5,3.8,110.0,13.4,76.3,1002.4,1010.4,5.3,16.62,0.0,7.8,2.6,20.6,740075.0340867351
20150512,14.9,11.6,19.3,10.9,6.1,3.0,200.0,10.3,76.0,994.0,1002.1,10.3,24.6,0.0,5.1,4.4,18.4,740598.3832584078
20150513,19.8,13.6,25.0,0.0,6.2,3.0,200.0,10.0,55.8,997.7,1005.6,12.7,29.35,0.0,0.8,0.5,20.3,741615.3037909345
20150514,22.3,14.6,29.1,0.0,4.1,1.9,200.0,14.3,61.6,999.6,1007.5,9.4,20.44,0.0,3.4,2.4,22.8,740668.5381798266
20150515,20.2,16.9,22.6,0.0,4.3,1.9,180.0,17.3,84.0,1001.0,1008.9,0.9,11.31,0.0,8.1,4.4,21.1,742055.8386707414
20150516,19.0,13.7,26.1,0.0,4.8,1.7,320.0,6.7,69.83786301,1002.6,1010.6,11.7,31.22,0.0,1.3,0.6,23.2,739697.0263007032
20150517,18.6,10.1,26.8,0.0,2.4,1.1,250.0,5.6,47.5,1003.0,1011.1,11.6,28.02,0.0,5.9,0.0,21.9,741957.9022270021
20150518,18.7,14.5,24.0,0.0,3.7,1.2,320.0,10.1,59.5,997.3,1005.3,5.6,18.34,0.0,8.1,2.9,20.7,740582.3596721663
20150519,18.1,14.4,23.7,0.0,4.9,2.1,200.0,13.6,76.3,998.6,1006.6,5.7,17.48,0.0,6.9,5.1,20.6,740334.1900526428
20150520,16.9,11.1,22.7,0.0,5.2,2.1,320.0,8.2,61.0,1000.9,1009.0,13.3,32.28,0.0,0.9,0.9,23.0,740720.3556702144
20150521,19.0,11.1,27.0,0.0,4.1,2.1,180.0,8.8,55.3,1006.4,1014.5,13.3,31.22,0.0,1.6,0.1,24.3,739880.6991724372
20150522,21.3,15.0,28.0,0.0,3.7,1.8,180.0,8.7,47.4,1006.2,1014.2,10.7,29.19,0.0,5.6,0.0,26.1,739712.3522149052
20150523,21.4,14.6,28.5,0.0,3.2,1.2,340.0,8.3,46.6,1003.2,1011.2,12.2,29.26,0.0,4.4,2.0,26.9,742638.9816589516
20150524,20.8,12.5,29.2,0.0,3.0,1.3,340.0,5.8,41.3,1000.8,1008.8,13.6,31.6,0.0,0.4,0.4,26.7,742242.2230996649
20150525,20.9,12.0,29.8,0.0,3.7,1.5,320.0,10.1,52.8,1001.4,1009.4,13.4,30.81,0.0,0.0,0.0,27.1,740931.9069271779
20150526,22.3,13.3,31.8,0.0,4.0,1.3,320.0,9.5,51.1,1003.7,1011.6,13.3,31.86,0.0,0.6,0.0,28.3,741499.0557039559
20150527,23.3,13.2,32.0,0.0,2.9,1.2,320.0,6.5,41.4,1002.3,1010.2,12.7,32.47,0.0,2.3,1.5,28.5,741027.0840445155
20150528,24.5,17.4,32.1,0.0,3.4,1.3,320.0,8.9,40.0,1000.8,1008.6,11.5,29.19,0.0,2.9,1.8,30.1,741035.3401131778
20150529,24.4,17.1,30.9,0.0,3.6,1.5,320.0,11.6,46.5,999.5,1007.3,10.9,27.36,0.0,5.0,2.5,30.8,741024.8817256745
20150530,18.5,15.9,22.5,2.7,3.3,1.3,340.0,15.2,81.8,998.0,1005.9,3.7,11.43,0.0,6.9,2.9,20.4,741020.3418364465
20150531,21.1,14.3,28.6,0.0,2.3,1.1,320.0,13.3,66.4,1000.3,1008.2,9.8,25.66,0.0,4.3,1.6,25.1,741770.3405937067
20150601,23.3,15.8,30.2,0.0,4.2,1.4,250.0,12.5,53.5,1002.2,1010.1,12.5,28.27,0.0,4.6,0.9,28.9,716564.4065579083
20150602,22.5,18.0,29.3,0.0,2.9,1.0,290.0,13.0,56.9,1000.1,1008.0,4.8,19.02,0.0,7.4,2.5,27.8,716069.579084456
20150603,22.1,17.2,27.5,0.0,5.8,2.2,340.0,8.7,46.1,1000.0,1007.9,11.8,31.42,0.0,4.5,0.9,29.1,717476.2153679453
20150604,22.9,13.5,30.1,0.0,3.6,1.5,320.0,8.1,42.8,1002.0,1009.8,9.7,27.69,0.0,5.1,2.8,29.7,716731.7665810183
20150605,18.8,14.4,23.2,0.1,5.0,1.7,180.0,10.2,58.5,999.1,1007.1,2.3,13.2,0.0,6.9,4.0,22.0,717095.4870495722
20150606,22.1,14.0,29.3,0.0,3.6,1.3,200.0,12.0,55.9,1004.4,1012.3,12.6,29.33,0.0,3.1,1.8,29.6,717631.1728971776
20150607,24.1,16.9,31.2,0.0,2.6,1.2,250.0,13.8,55.5,1005.1,1013.0,12.1,29.26,0.0,3.6,1.0,31.5,717766.5673622049
20150608,22.0,18.0,25.9,0.0,1.7,0.7,320.0,14.7,63.9,999.7,1007.6,1.3,12.78,0.0,8.0,4.3,26.4,716335.3884573719
20150609,23.1,17.1,30.0,0.0,3.2,1.2,320.0,15.7,66.5,999.2,1007.0,9.1,26.36,0.0,5.5,3.1,30.1,717505.8673069377
20150610,25.8,17.8,35.0,0.0,4.5,1.5,90.0,16.7,62.5,999.5,1007.3,10.1,26.87,0.0,3.3,0.0,32.5,718182.0655076547
20150611,23.2,19.0,27.3,1.3,4.5,1.7,110.0,17.6,72.1,994.7,1002.5,0.4,9.53,0.0,8.3,3.4,25.9,717989.2414548101
20150612,24.8,20.2,30.7,0.0,4.7,2.5,200.0,15.7,60.0,995.9,1003.7,12.6,29.59,0.0,3.4,2.0,31.7,716391.2672114755
20150613,26.2,20.0,32.5,0.0,5.8,2.2,200.0,15.7,53.6,997.8,1005.6,8.0,22.76,0.0,5.4,1.0,31.5,717288.9676926106
20150614,23.1,19.3,28.1,5.5,5.4,1.5,320.0,18.1,75.1,999.6,1007.5,6.8,19.03,0.0,7.1,5.3,24.6,716240.1596633418
20150615,24.9,21.7,30.1,0.0,2.8,1.0,290.0,19.4,72.4,999.2,1007.0,5.1,19.87,0.0,8.3,4.6,29.3,717638.5903640615
20150616,24.6,21.0,30.3,0.6,4.4,1.2,290.0,19.6,75.5,997.4,1005.2,8.2,24.43,0.0,7.0,3.5,28.5,717878.979472695
20150617,22.5,19.9,27.7,0.6,2.8,0.9,20.0,20.2,87.8,996.6,1004.5,1.2,9.97,0.0,9.5,5.8,25.3,716570.2376082406
20150618,25.0,19.3,31.0,0.0,5.1,2.9,110.0,16.4,60.4,997.6,1005.4,11.8,28.21,0.0,5.5,3.5,29.7,718766.3707152237
20150619,25.1,20.8,30.5,0.0,4.0,1.9,140.0,17.2,63.1,1000.2,1008.0,10.2,24.77,0.0,6.1,5.9,33.3,717505.3884034109
20150620,20.7,18.0,23.1,16.3,3.3,1.5,180.0,18.2,86.4,1001.1,1009.1,0.4,6.89,0.0,9.0,5.8,23.2,717190.6051943244
20150621,23.5,17.9,28.7,0.0,3.5,1.2,20.0,17.9,73.8,1001.9,1009.7,11.3,27.54,0.0,5.5,5.5,27.6,716588.2662956173
20150622,24.4,20.0,29.7,0.0,3.6,1.5,180.0,18.1,69.5,1002.2,1010.0,7.1,23.5,0.0,6.8,5.8,28.7,717206.17365057
20150623,25.0,18.3,30.9,0.0,3.2,1.4,360.0,16.8,62.8,1002.7,1010.5,12.2,28.55,0.0,5.1,2.4,31.9,717581.0372878128
20150624,24.0,21.1,30.1,12.2,6.7,1.4,50.0,19.6,78.6,1000.9,1008.8,3.7,15.74,0.0,7.5,2.1,27.5,717641.3601080831
20150625,21.8,19.7,24.9,15.0,4.5,1.6,50.0,19.3,86.3,995.5,1003.3,1.2,11.66,0.0,9.0,4.6,24.1,717180.1389357669
20150626,20.4,18.8,22.7,66.9,3.8,1.6,340.0,18.7,90.5,988.8,996.6,0.0,8.55,0.0,9.1,6.1,22.4,716501.8689498269
20150627,23.4,17.9,29.1,0.0,4.2,1.7,70.0,18.1,74.3,998.0,1005.9,11.0,26.78,0.0,4.4,3.5,29.2,717291.192518716
20150628,24.9,19.6,30.4,0.0,3.4,1.2,320.0,18.7,70.1,1001.7,1009.6,12.4,27.71,0.0,3.9,3.0,28.5,717261.4947031934
20150629,25.7,19.8,31.7,0.0,3.0,1.0,320.0,19.4,70.3,999.0,1006.8,10.1,26.28,0.0,6.4,3.4,29.3,717104.2998009833
20150630,22.3,19.7,26.8,1.3,5.9,1.5,110.0,19.6,85.4,991.3,999.1,0.0,8.35,0.0,9.6,6.6,23.0,717215.8337198319
20150701,22.8,19.3,28.3,0.0,4.4,2.0,200.0,18.1,76.4,989.0,996.8,10.3,22.28,0.0,5.4,5.4,26.7,725995.3071158744
20150702,23.6,18.5,28.8,0.0,5.3,2.0,180.0,17.3,70.4,994.1,1001.9,12.1,28.54,0.0,3.8,3.8,29.5,725657.968169749
20150703,23.7,20.2,29.4,0.0,3.7,1.5,320.0,16.1,65.9,997.9,1005.7,10.9,27.22,0.0,4.1,3.6,29.8,726743.4951733827
20150704,23.3,16.5,29.9,0.0,3.1,1.4,200.0,14.4,61.4,1001.4,1009.3,13.5,31.94,0.0,4.4,2.8,31.3,725922.3537841139
20150705,24.2,20.2,30.2,4.6,4.6,1.6,320.0,17.6,69.3,1003.2,1011.1,11.4,28.03,0.0,6.4,6.3,32.8,726913.703016636
20150706,24.3,20.0,29.1,0.0,3.3,1.3,110.0,19.0,74.0,1003.3,1011.2,8.5,23.09,0.0,6.5,4.3,30.1,725700.6253014931
20150707,20.4,17.6,23.2,6.3,4.6,1.3,20.0,17.5,84.4,1002.7,1010.7,0.0,5.98,0.0,9.6,5.0,22.0,725397.8997971205
20150708,21.4,18.0,25.1,8.3,3.6,1.4,320.0,20.0,92.0,1003.3,1011.2,0.2,10.87,0.0,10.0,6.5,23.2,727395.095553241
20150709,22.0,20.2,23.9,29.6,4.5,2.5,140.0,20.6,92.0,1006.8,1014.7,0.0,8.39,0.0,9.9,6.8,23.2,727410.4429078078
20150710,26.5,21.7,31.5,0.0,4.2,2.4,110.0,22.0,77.4,1005.3,1013.1,11.9,25.82,0.0,5.0,2.8,31.4,727400.873298299
20150711,27.1,23.9,32.8,4.0,4.7,1.8,90.0,23.4,81.4,1001.5,1009.2,6.4,19.67,0.0,7.4,2.3,31.3,725535.8706929447
20150712,24.8,23.2,26.6,7.3,8.5,4.0,110.0,23.2,91.4,987.5,995.2,0.0,4.96,0.0,9.5,6.3,25.3,726643.6208227334
20150713,23.9,22.2,26.4,4.6,7.5,3.8,200.0,21.7,88.4,988.1,995.9,0.1,6.15,0.0,9.0,6.6,24.5,726645.8042155999
20150714,26.4,22.7,31.4,0.0,5.3,2.4,200.0,21.9,77.8,996.1,1003.9,10.2,25.93,0.0,4.6,4.3,28.9,726986.3985111415
20150715,27.0,21.9,32.9,0.0,5.9,1.9,70.0,21.2,73.0,998.2,1006.0,8.3,25.81,0.0,3.8,3.0,29.1,725562.2705996031
20150716,25.1,20.9,29.5,0.0,5.0,2.7,90.0,17.6,64.1,998.4,1006.2,12.8,25.0,0.0,3.1,1.8,28.8,726157.6388960239
20150717,23.2,18.4,27.3,0.0,3.3,1.6,20.0,16.4,65.8,998.3,1006.1,5.2,21.13,0.0,7.3,4.4,27.9,725993.1625897954
20150718,24.4,21.5,27.8,0.4,3.5,1.2,180.0,20.7,80.5,1001.3,1009.1,1.0,11.61,0.0,9.9,4.9,27.1,725740.3092824152
20150719,25.8,22.4,30.3,0.0,3.6,1.2,360.0,22.5,82.5,1002.4,1010.2,4.4,16.96,0.0,7.4,4.3,29.6,727473.4666509327
20150720,27.4,24.2,31.4,0.0,4.3,2.6,110.0,23.0,77.8,1000.9,1008.6,4.2,19.86,0.0,7.8,4.3,33.5,725509.1911029529
20150721,26.4,24.2,29.7,18.7,3.2,1.2,110.0,24.6,90.5,999.1,1006.9,1.3,9.74,0.0,9.5,5.1,30.1,725500.4573066558
20150722,27.2,24.6,30.6,3.3,2.6,1.1,230.0,25.0,88.5,998.3,1006.1,3.8,13.84,0.0,8.6,5.5,28.4,725838.5451083409
20150723,25.6,24.7,28.6,14.3,4.9,1.0,200.0,24.9,96.3,999.5,1007.3,0.8,7.87,0.0,8.9,6.6,26.2,724611.1217910956
20150724,25.5,24.5,26.5,8.4,3.8,1.3,200.0,24.8,96.6,997.6,1005.4,0.0,2.76,0.0,9.9,6.1,25.8,727094.84524572
20150725,27.1,24.6,30.4,0.0,6.5,2.1,200.0,23.7,82.8,998.8,1006.5,2.8,13.17,0.0,8.5,5.4,27.7,724819.2705836977
20150726,28.6,24.5,32.9,0.0,3.4,1.4,320.0,22.8,72.1,1000.0,1007.7,12.9,25.64,0.0,3.0,2.8,30.8,727018.9594775678
20150727,25.7,24.6,28.0,4.0,3.8,1.1,200.0,23.8,89.8,1000.7,1008.5,2.3,8.13,0.0,8.3,5.0,27.6,726065.6766780544
20150728,27.5,24.7,31.4,0.0,3.8,1.2,200.0,24.3,83.5,1000.4,1008.1,7.7,20.71,0.0,7.5,5.8,29.6,726281.284708159
20150729,27.1,24.6,31.2,31.8,3.1,1.3,200.0,25.4,91.0,999.5,1007.3,4.1,11.07,0.0,7.3,5.1,27.5,725095.2324114798
20150730,29.4,25.9,34.3,0.0,4.1,1.8,200.0,25.3,80.0,1000.9,1008.6,9.9,25.12,0.0,3.0,3.0,30.8,726272.6314957144
20150731,29.6,25.5,34.0,0.0,3.6,1.7,200.0,24.6,76.4,1001.5,1009.2,11.9,28.3,0.0,1.9,1.9,33.1,725093.5190954156
20150801,29.3,25.4,33.8,0.0,4.1,1.7,200.0,24.1,75.4,1002.2,1010.0,12.6,27.77,0.0,3.6,2.3,33.8,776041.4029660345
20150802,28.0,26.0,31.7,1.2,3.6,1.8,180.0,25.0,84.1,1002.5,1010.3,4.7,13.8,0.0,8.5,6.5,29.4,775188.1892171841
20150803,29.0,25.0,33.4,0.0,4.9,2.1,200.0,22.8,71.4,1001.5,1009.3,13.0,27.86,0.0,1.3,0.6,34.7,774850.3913260247
20150804,28.7,24.0,33.8,0.0,5.5,2.6,200.0,22.6,70.9,999.9,1007.6,12.6,28.01,0.0,1.1,1.0,33.7,777082.5269643047
20150805,29.0,24.4,33.8,0.0,4.2,1.9,200.0,23.2,72.4,1000.9,1008.6,11.1,24.23,0.0,2.0,2.0,35.2,775239.12440225
20150806,29.9,24.7,35.2,0.0,2.9,1.1,320.0,24.1,72.5,1003.8,1011.5,11.8,26.47,0.0,3.3,3.3,36.8,774284.2113743784
20150807,30.6,25.8,36.3,0.0,3.4,1.2,340.0,24.2,71.0,1006.7,1014.5,10.8,23.84,0.0,2.5,2.1,33.7,776848.053884203
20150808,27.7,25.0,34.3,2.3,5.0,1.2,360.0,24.0,81.6,1005.8,1013.6,7.4,16.6,0.0,3.9,2.3,31.5,775595.1597458327
20150809,27.6,23.8,32.3,0.0,3.1,1.1,320.0,23.0,77.8,1003.2,1011.0,8.0,22.48,0.0,6.5,3.8,32.7,774753.2519769091
20150810,26.3,23.2,29.9,0.0,2.2,0.9,360.0,22.4,80.1,1002.0,1009.8,1.6,14.28,0.0,8.6,5.1,30.1,775938.7022166117
20150811,25.9,23.5,28.5,0.0,3.8,1.1,200.0,21.8,79.1,1000.0,1007.8,0.0,6.78,0.0,9.8,5.0,27.8,776374.1141561287
20150812,25.3,21.8,30.2,0.0,4.0,1.6,110.0,19.6,71.3,997.0,1004.8,4.9,17.92,0.0,6.0,4.3,31.6,776017.1679556401
20150813,26.4,22.2,32.0,0.0,3.5,1.4,200.0,21.6,76.1,997.3,1005.1,8.3,20.01,0.0,3.9,3.0,29.9,776456.9918044647
20150814,27.0,21.9,32.8,0.0,3.1,1.4,200.0,21.7,75.0,998.3,1006.1,9.5,22.23,0.0,2.4,2.4,35.3,775375.5690767182
20150815,28.0,22.5,33.6,0.0,3.2,1.1,320.0,22.1,72.3,1000.2,1007.9,8.6,22.77,0.0,4.8,4.6,36.6,775065.2184952492
20150816,26.7,23.0,29.7,0.0,3.7,1.3,360.0,22.0,76.1,999.4,1007.2,0.3,10.3,0.0,7.5,4.0,29.7,775771.5131630099
20150817,26.8,21.0,32.5,0.0,3.2,1.3,340.0,20.2,69.0,1000.1,1007.8,11.2,23.9,0.0,2.8,1.8,32.2,775531.1256474783
20150818,27.9,23.1,33.2,0.0,4.0,1.5,90.0,20.6,66.4,1004.5,1012.3,9.5,22.86,0.0,5.4,2.4,33.9,776233.9114572824
20150819,26.8,23.5,31.2,0.0,4.6,2.1,90.0,20.6,69.8,1005.3,1013.1,2.4,15.25,0.0,8.0,3.1,32.0,775398.7322417886
20150820,24.8,22.6,28.2,3.5,3.3,1.3,200.0,21.5,83.0,1001.9,1009.7,0.2,9.56,0.0,9.8,5.3,27.1,775808.2833123466
20150821,24.5,20.9,30.4,4.5,3.0,1.1,340.0,21.5,84.5,997.0,1004.8,6.5,19.58,0.0,7.3,3.8,27.0,774442.176977746
