date,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최다풍향(16방위),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),watt
20140710,28,24.4,32.8,0,4.3,2,320,22.3,73.4,988.3,995.9,12.3,27.1,0,5.6,4.6,33.4,992.5710621
20140711,26.7,23,32.3,0,4.1,2.2,200,20.5,70.1,993.7,1001.4,11.6,26.11,0,4,2.9,30.8,1023.981985
20140712,24.8,22.1,28.1,0.2,3,1.3,180,21.2,81.1,996.4,1004.2,1.4,11.93,0,8.9,4.4,27.5,1017.316331
20140713,24.4,21.2,28.8,9.4,3,1.2,270,21.5,85,995.9,1003.7,5.6,18.31,0,8.4,4.6,26.8,1006.325432
20140714,25.9,21.9,31.1,0,3.5,1.8,200,21.4,77.9,1000.4,1008.2,11.2,22.84,0,4,3.6,29.5,1004.153767
20140715,25.3,22.1,28.7,0,3.1,1,200,22.3,84.3,1002.5,1010.3,0.3,11.56,0,9.8,4,26.6,1004.103553
20140716,26.3,22.6,30.8,0,2.7,1,200,21.8,78,1002.6,1010.4,4.7,19.27,0,7.4,4.8,32.5,1010.907645
20140717,24.6,22.9,27,2.7,3.6,1.3,200,22.4,88.4,1003.9,1011.8,0.1,8.92,0,9.6,6.3,25.4,1023.774226
20140718,24.8,20.3,29.4,85.5,4.4,1.4,230,23.1,91.3,1004.5,1012.4,5.6,17.69,0,8.3,7,27.4,1005.984527
20140719,26.9,24.6,30.9,0.8,4,1.3,180,24.7,88.6,1004.6,1012.4,6.2,16.62,0,8,6.3,28,1041.667376
20140720,27.9,24,33,0,2.7,1.2,360,23.8,79.8,1003.2,1011,9.8,25.85,0,6.3,4.6,31.5,1018.710036
20140721,27.8,25.3,31.9,0,2.9,1.4,200,23.8,80.3,1001.1,1008.9,6.4,19.25,0,6.1,4.4,31.4,1030.932789
20140722,26.9,24.5,29.9,0,4.4,2.1,200,23.4,81.5,999.9,1007.6,5.3,18.32,0,7.4,4.8,30.2,1015.860999
20140723,26.3,25.1,28.8,1.9,4.3,2.1,200,24.2,88.8,998.3,1006,2.3,6.37,0,8.8,6.6,26.2,1034.045489
20140724,27.4,25.6,30.7,6.2,3.1,1.7,200,25.9,92.1,998.5,1006.2,7,18.1,0,8.5,7.4,29.6,1016.611214
20140725,29.9,25.1,34.9,0.7,7.8,3.1,200,24.7,76.3,997.3,1005,10.4,23.77,0,6.3,5.5,33.1,1018.752891
20140726,24.8,21.6,28.8,0.9,8.1,3.2,200,21.2,81.1,1000.8,1008.7,2.8,9.66,0,6.5,6.5,24.6,1007.51366
20140727,24.7,19.3,30.5,0,2.3,1.1,230,20,77.6,1003,1010.9,11.5,27.88,0,3.3,2.6,30.9,993.2100725
20140728,25.2,20.5,30.3,0,3.8,1.4,90,21.2,79.9,1001.2,1009,4.1,17.18,0,7,1.6,28,1031.358163
20140729,24.3,20.6,29.2,18.1,3.4,1.4,110,22,88,1001.9,1009.8,5.4,17.31,0,7.6,6.3,27.6,1034.321622
20140730,28.6,23.1,34.2,0,3.1,0.9,340,24.3,79.5,1002.8,1010.5,10.4,25.06,0,5.8,5.3,30.6,1012.306401
20140731,27.3,24.2,34,10.6,6.6,1.3,110,24.9,87.8,1002.4,1010.2,8.8,21.45,0,6.4,6.1,27.7,1009.008513
20140801,27.9,23.2,31.8,0,5.7,2.1,70,23.8,80,999.4,1007.1,2.1,16.48,0,7.6,3.8,29.6,1088.506847
20140802,27.4,23.8,31.2,14.2,9,4.7,90,23.6,80.9,993.3,1000.9,3.1,14.2,0,8.3,5.3,28.5,1062.397998
20140803,26.2,24.3,27.7,1.8,5.8,3.4,110,24.6,91.6,988,995.7,0.5,6.5,0,10,6.9,26.2,1085.072232
20140804,25.6,24.4,27.3,10.1,2.3,0.9,200,25.1,97.5,991.6,999.4,0,8.12,0,10,6.9,27.9,1066.599471
20140805,27,24.6,31,0,4.8,2.2,200,24.4,86.5,997,1004.7,7.7,19.87,0,6.6,5.5,30.1,1073.533762
20140806,26,24,28.7,0,4,1.6,200,23.8,88,998.3,1006.1,0,8.2,0,9.4,5.9,27.6,1073.841754
20140807,21.5,20.3,24,44.3,2.3,1,340,21.3,99.3,999.2,1007.1,0,3.23,0,10,6.9,22.8,1094.380483
20140808,23.5,19.8,26.5,1.6,5.3,3.2,90,20.3,83,1000.2,1008.1,4.9,15.44,0,7.9,6.8,25.8,1073.967216
20140809,25.8,22.9,29.8,0,6,3.5,110,19.8,70.3,997.4,1005.2,8.5,20.49,0,5.8,4.9,30.1,1098.470309
20140810,23.5,21.2,27.3,2.1,4.2,1.2,360,20.8,85.9,992.5,1000.3,0.7,10.18,0,8.5,5.5,25.6,1080.800023
20140811,23.6,18.7,28.6,0,2.7,1.1,340,20,81.5,994.7,1002.5,10.3,22.94,0,3.8,2.9,26.7,1101.084621
20140812,25.1,19.4,30.3,0,2.5,1,230,21.1,79.9,997.3,1005,11,25.88,0,3.3,2.8,30.1,1093.100437
20140813,23.2,21,26.1,15.7,2.2,0.7,20,22.3,95.3,1001,1008.8,0,4.69,0,9.6,5.3,24.6,1091.311014
20140814,20.9,19.7,21.9,5.6,3.6,1.3,360,20.5,97.9,1001.5,1009.5,0,5.29,0,10,6.9,22.7,1068.06231
20140815,24.2,20.6,28.7,0.2,2.8,0.8,340,22.5,90.8,1000.7,1008.5,3.5,16.11,0,8.6,8.1,28.4,1082.987687
20140816,26,22.2,30.5,0,2.3,0.8,320,22.1,80.8,1002.4,1010.2,6.8,20.06,0,7.8,6.8,30.7,1087.512883
20140817,22.7,20.7,26.6,18.9,5.1,1.2,340,21.7,94.9,1004.3,1012.2,0,5.58,0,10,6.9,23.9,1057.408338
20140818,21.6,19.8,23.5,42.6,2.7,0.9,20,21.2,98.1,1001.2,1009.1,0.1,5.23,0,10,7,22.8,1068.764526
20140819,24,22,27.4,8.6,2.9,1.4,200,22.9,94.3,1002.3,1010.2,0.8,9.74,0,9.8,6.3,26.5,1073.663452
20140820,24,22.3,26.7,1.8,1.9,0.7,200,22.8,93.6,1002.9,1010.8,0,7.86,0,9.9,6,26.1,1102.238276
20140821,23.1,21.4,26.9,27.9,7.5,2.3,200,22.6,97.6,999.5,1007.4,0.4,4.78,0,9.9,7.3,23.3,1079.115147
20140822,24.5,21.5,28.6,0,3.9,1.6,200,21.9,86.8,1003.3,1011.1,8.1,17.6,0,6.5,5.3,27.1,1069.893021
20140823,24.5,21,29.4,0,2.1,0.8,320,21.5,84.8,1002.5,1010.4,7.3,20.77,0,7,3.5,27.9,1056.21856
20140824,24.6,21.5,28,0,1.7,0.7,230,22.6,89.3,1001,1008.8,0.5,10.2,0,9,4,25.9,1082.943692
20140825,23.2,22.4,24.5,45.4,3.2,1.2,50,22.8,98.3,999.4,1007.2,0,4.42,0,9.9,7,24.4,1069.427127
20140826,25.2,22.1,29.2,0.1,3,0.9,360,22.5,85.8,1003.1,1010.9,5.7,16.25,0,7.5,7.1,27.2,1074.156138
20140827,23.8,20.9,27,0,4.1,2.3,110,20.4,81.8,1007.2,1015.1,3.7,14.85,0,8.1,2.5,28.1,1067.398464
20140828,23.9,20.4,28.5,0,4.3,2,110,19.7,78.4,1008.6,1016.5,11.4,23.18,0,6.1,2.8,28.4,1085.401137
20140829,23.5,19.4,28.3,0,4.1,1.9,90,18.9,77.4,1007.7,1015.6,11.2,23.86,0,4.4,2.3,28,1082.00315
20140830,23.5,18.8,28.5,0,4,1.7,110,18,73.1,1006.9,1014.9,11.7,25.01,0,3,0.9,28.3,1101.56055
20140831,22.2,18.6,26.7,0,4.4,2,110,16.9,73,1006,1014,6.3,16.94,0,5.9,1,25,1094.871139
20140901,23.4,17.4,29.2,0,4.4,1.7,90,17.9,73.6,1006.2,1014.1,11.1,25.33,0,3.4,0.6,28.6,1090.298143
20140902,21.7,19.4,24.7,12,6,2.7,110,18.6,83.5,1003.8,1011.7,0.1,9.32,0,8.8,4.5,24.2,1141.711845
20140903,22.3,19.5,26.8,30.7,6.1,2.4,200,20.4,89.9,995.8,1003.6,0.2,7.3,0,9.3,7.5,22,1108.133617
20140904,23.2,20.1,28.1,0,3.6,1.1,200,19.6,81.6,1000.8,1008.7,6.4,16.08,0,4.8,4.8,25.4,1126.748024
20140905,23,17.3,29.1,0,2.2,0.9,290,18.9,80.3,1005,1013,11.3,23.64,0,3.5,0.3,26.6,1125.306883
20140906,23.5,19.6,30.1,0,2,0.8,320,19.7,81.8,1004.3,1012.2,7.4,19.04,0,5,0.4,26.5,1111.660246
20140907,24.1,17.7,31.1,0,2.1,0.9,320,19.9,79.4,1001.1,1008.9,8.4,20.72,0,3.5,0.5,28.3,1137.768204
20140908,24,19.9,29.8,0,2.8,1.1,270,21,84.8,999.3,1007.2,7.4,17.93,0,1.9,1.9,25.3,1105.010288
20140909,22.4,18.1,27.2,0,2.8,1.1,290,18.3,78.6,1000.6,1008.5,3.9,13.82,0,6.5,4.5,25.4,1123.642385
20140910,20.6,14.2,27.2,0,2.4,0.9,320,14.8,72.5,1003,1011,11.4,24.45,0,0.8,0.3,25.6,1116.046131
20140911,21.7,15.6,28.5,0,2.4,0.9,320,16.8,75.8,1005.1,1013.1,10.2,21.62,0,3.1,0.4,26.2,1080.229265
20140912,21.5,18.4,25.1,0,2.3,0.8,320,18.7,84.8,1005.9,1013.9,0.3,9.03,0,9,4.6,23.6,1120.956233
20140913,22.8,18,27.7,0,4.8,2,110,17.1,72.5,1006.9,1014.8,11.5,21.1,0,1.1,1.1,26.5,1113.65037
20140914,22.2,16.7,27.6,0,4.1,1.5,90,16.1,70.4,1007.5,1015.5,11.5,22.15,0,5,2,26.8,1117.536702
20140915,22.5,19,27.1,0,2.6,1,290,17.6,74.8,1005.9,1013.9,3.1,14.42,0,8.1,3.6,25.9,1126.696865
20140916,21.5,17,27.3,0,3.3,0.9,320,13.7,64.5,1007.4,1015.4,8.6,21.13,0,6.1,1.4,26,1124.559398
20140917,19.9,17.1,24.7,0,2.5,0.9,320,14.1,70.3,1008.3,1016.3,2.7,11.98,0,7.9,3,23.6,1128.552004
20140918,20.1,15.8,25,0,3.4,1.4,20,15.2,74.9,1009.3,1017.3,7.1,15.87,0,7.1,1.6,24,1151.237996
20140919,20.1,13.6,27.7,0,3.7,1.4,110,11.6,63.8,1006.9,1014.9,11.8,24.34,0,0.8,0.6,25.5,1126.730072
20140920,20,12.9,27.5,0,3.5,1.3,320,12.6,66.3,1006.3,1014.4,10.6,21.98,0,1.3,1.3,25.7,1114.707976
20140921,20.7,15.1,27.1,0,3.1,1.1,320,14.6,70.5,1009.3,1017.4,10.4,20.65,0,2.6,2.6,25.7,1105.016592
20140922,21.5,14.8,28.7,0,4.9,1.6,140,14.6,68.1,1010.6,1018.6,11.3,21.88,0,0.6,0,26.8,1133.856065
20140923,22.3,16.5,29.1,4.4,4.7,2.3,110,16.7,73.1,1009.1,1017.1,7.2,18.54,0,5.8,3.3,25.6,1133.499375
20140924,18.2,16.6,19.4,67.3,3.5,1.7,360,17.9,98.5,1000.8,1008.8,0,3.77,0,8.5,6.4,19.7,1119.168365
20140925,20.4,15.8,26.9,0,2.4,0.8,320,17.5,85.4,1005.7,1013.7,8.9,20.09,0,4.4,3,22,1104.378126
20140926,21.4,18.4,26,0,4.6,2.1,110,17.3,79.1,1008.6,1016.6,5.2,14.78,0,6.9,5.3,22.5,1116.219497
20140927,21.2,17,25.7,0,2.2,1.1,320,17.6,81.3,1009.3,1017.3,6.5,14.36,0,4.3,3.1,22.1,1089.255795
20140928,21.1,16.8,26.4,0,2.6,0.9,320,18.2,85,1007.9,1015.9,6.8,14.6,0,6.3,4.5,22.1,1112.512216
20140929,20.1,18.7,21.6,3.6,1.9,0.6,340,19.3,95.8,1005.7,1013.7,0,2.69,0,9.8,6.3,20.7,1126.845547
20140930,19.7,17.1,24.2,0,5.8,2.5,110,16.9,84.8,1008.7,1016.8,4.9,11.74,0,7.1,7.1,21.5,1139.177694
20141001,19.6,16,24.2,0,4.1,2.3,110,15.5,77.9,1009.3,1017.3,5.9,14.42,0,6.9,6.4,22.1,1022.139119
20141002,19.3,16.1,23.1,0.1,2.8,1.1,290,16.1,82.4,1002.7,1010.7,3.5,9.58,0,8.1,7.3,20.7,1027.949782
20141003,16.8,12.9,21.1,0,4.1,1.9,320,12.1,75.1,1004.9,1013,7.8,15.02,0,5.1,5.1,18.8,1004.78193
20141004,16.7,11.1,23.3,0,7,2.9,110,11.3,73.3,1011.3,1019.5,9.7,18.64,0,1,1,18.8,1036.906126
20141005,17.5,12.2,23.2,0,5.9,2.4,70,9.6,61.4,1009.7,1017.8,10.9,20.45,0,1.4,1.3,20.7,1035.317227
20141006,15.2,10,21.5,0,3,1,340,9.2,69.6,1010.3,1018.5,10.3,18.66,0,0.8,0.8,18.2,1021.639913
20141007,15.9,9.4,23.7,0,2.6,0.9,320,10.5,74,1014,1022.2,10.3,19.14,0,0.4,0.4,19.9,1044.184395
20141008,16,9.6,23.4,0,2.4,0.9,320,11.3,76.8,1014,1022.2,10.6,19.54,0,1.5,0.5,20,1025.856273
20141009,17.1,10.6,25.1,0,3,1,320,12.3,76,1012.7,1020.8,9.4,18.16,0,3.6,0,20.6,1063.817127
20141010,19.1,11.5,27.1,0,6.3,2.7,90,12.6,69.9,1013.3,1021.4,10.5,19.18,0,2.1,0,21.6,1019.612808
20141011,19.9,15.8,25.9,0,5.4,3.1,110,12.2,62.4,1014.6,1022.7,10.7,19.6,0,0,0,22.8,1009.849827
20141012,18.5,14.2,22.3,0,5,2.1,140,13.3,72.6,1009.9,1018,3.9,11.02,0,6.9,5.4,19.6,1007.135255
20141013,16.6,10.7,21.1,4.3,5.8,2.3,20,12,75.9,1003.4,1011.5,4.5,8.85,0,6,4,17.7,1047.27656
20141014,13.1,7.7,20.2,0,2.6,1,290,7.2,70.1,1009.1,1017.4,10.5,19.25,0,0.4,0.1,16.6,997.9290305
20141015,13,6.2,20.6,0,3.1,1.1,320,7,71.6,1010.4,1018.7,10.5,19.01,0,0,0,16.2,1016.324306
20141016,13,8.3,19.5,1.1,6.1,2,320,6,67,1011.5,1019.8,9.1,16.41,0,2,2,15.6,1020.419875
20141017,12.2,4.7,21.1,0,2.7,1,320,4.5,65.1,1015.4,1023.7,10.5,19.32,0,1.1,0,15.2,1000.89679
20141018,12.9,5.3,21.9,0,1.8,0.9,320,6.5,69.5,1016.2,1024.5,10.2,17.45,0,0,0,15.5,1027.678452
20141019,14.8,6.4,22.4,0,1.5,0.7,320,9.2,72.6,1014.5,1022.7,7.2,13.83,0,6,1.6,16.1,1019.562955
20141020,16.8,14.4,18.3,28.8,2.4,1.1,180,16.5,98.9,1008.9,1017,0,1.16,0,10,6.9,16.5,1027.816593
20141021,15.5,11.8,17.7,74.3,3.5,1.4,360,15.3,99,1007.1,1015.3,0,1.23,0,10,7.3,16.2,1013.613094
20141022,13.2,10.6,17.3,6.6,3.3,1.6,360,11.3,89.4,1011.7,1019.9,3.1,10.45,0,6.6,5.6,14.8,1024.520744
20141023,12.8,7.1,20,0,1.8,0.8,320,9.4,82.4,1013.2,1021.5,10,16.64,0,1.4,0,14.8,1029.779839
20141024,13.8,7.9,21.1,0,2.6,0.9,320,11.1,86,1012.7,1021,9.2,15.35,0,0.1,0.1,15,1033.04477
20141025,13.9,8.4,23,0,2.2,0.8,320,10.5,83,1012.7,1021,7.4,15.3,0,0.9,0.9,14.7,1031.79625
20141026,15.2,7.7,21.5,0,4.2,1.3,230,12,83.3,1010.8,1019,9.5,15.88,0,3.6,3.5,15.6,1046.500993
20141027,11.3,6.6,17.8,0,3.6,1.4,340,3.6,61.5,1015.1,1023.5,10.1,16.87,0,0,0,12.9,1020.633284
20141028,9.2,2.5,18.8,0,2,1,320,2.9,69.4,1018,1026.4,10,16.92,0,0,0,10.7,985.3434958
20141029,10.5,3.1,20.5,0,1.6,0.8,320,5.2,73.1,1018.4,1026.8,9.5,13.81,0,2.6,0.1,11.6,1019.010521
20141030,11.2,5,17.5,0,1.8,0.7,320,7.4,79.5,1016.4,1024.8,2.2,8.84,0,6.3,5.1,11.4,1004.38271
20141031,12.1,11.2,12.7,54.2,5.3,1.5,340,11.7,98.1,1010.4,1018.7,0,1.62,0,10,6.9,12,1011.150171
20141101,13.7,11.6,15.7,1.8,2.1,0.8,320,13.3,98,1005.5,1013.7,0,3.3,0,9,6.8,14,1029.155405
20141102,11.3,8.6,13.4,2,5.3,2.5,320,6.7,75.8,1004.7,1013,3.3,5.74,0,7,5.9,11.1,986.2180481
20141103,8.4,2.8,14.4,0,4.8,1.9,320,0.7,60.1,1011.7,1020.1,9.7,15.04,0,1.1,1.1,8.5,1012.16592
20141104,9.1,2.5,17.6,0,2.5,0.9,320,4.1,74.1,1014.1,1022.6,9.8,15.72,0,0,0,9.9,997.4144588
20141105,10,3.1,17.6,0,2.3,0.9,320,5.5,76.6,1013.1,1021.5,9.7,14.87,0,3.3,0,10.3,1005.233101
20141106,11.7,8.5,18.1,0,2.1,0.9,320,8.5,81.6,1012.9,1021.2,4.4,8.22,0,4.9,2.5,11,1034.006256
20141107,9.8,3.9,17.2,0,2.1,0.9,140,4.7,74.9,1017.2,1025.6,9,13.79,0,2.6,0,10,1034.220294
20141108,10.6,6.7,14.8,0,1.5,0.6,320,8.1,84.8,1016.6,1025,0,5.36,0,9,4.3,10.5,1029.664013
20141109,9.9,4.9,15.8,0,3.4,1.2,320,4.3,71.5,1015.8,1024.2,9.3,13.73,0,1,0.5,10.7,1010.892571
20141110,8,1.6,16.8,0,2.1,0.9,320,1.1,67.3,1014.6,1023.1,9.4,14.66,0,0,0,8.2,992.9170224
20141111,8.8,1.2,16,0,3.3,1.1,320,4.3,75.6,1009.1,1017.5,8.1,12.45,0,5,1.1,8.4,1015.6565
20141112,7.9,2.7,11.8,1.7,5.8,3,320,2,68.9,1006.7,1015.1,3.8,7.54,0,7.5,7.1,7.7,1005.325051
20141113,2.3,-2,7.1,0,5.3,1.7,360,-5.4,57.5,1015.6,1024.3,8.8,12.47,0,5.9,5.9,3.5,1005.372798
20141114,5.8,1.4,11.6,0,4.5,1.6,230,-0.9,64.8,1017.3,1025.8,7,12.25,0,4.3,4.3,6,965.6994099
20141115,5.7,0,12,0,2.9,1.2,320,-0.4,68.6,1021.3,1029.9,8.2,12.61,0,3.9,0,5.6,995.4427816
20141116,8.4,4.2,13.5,0,2.3,0.9,340,-2,51,1017.4,1025.9,5.4,10.7,0,7.1,4.1,8,991.3566455
20141117,7.2,3.9,12.4,0,5.5,1.5,340,1.4,68,1016.5,1025,6.2,8.34,0,5.8,5.3,7.5,1000.042108
20141118,5.3,0.5,12.3,0,3,1.1,340,-0.9,68.3,1020.1,1028.8,9.2,13.44,0,0,0,5.9,993.7944353
20141119,4.8,-2,12.4,0,3.1,1,320,-1.1,68.8,1019.7,1028.4,9.3,13.27,0,2.1,0,4.7,998.7099655
20141120,6.1,-0.4,14.9,0,2.3,0.8,320,-0.1,68.3,1017,1025.6,8.9,12.28,0,0,0,5.4,1013.712954
20141121,8,0.6,17.1,0,2.9,0.9,200,2.1,70.1,1015.6,1024.1,7.6,11.07,0,2,0,6.5,1011.904595
20141122,8,3.8,13.6,1,3.2,0.9,320,6.2,89.3,1016.6,1025.1,2.6,5.42,0,5.5,4.9,6.6,1023.988513
20141123,7.6,5.6,9.6,0,1.7,0.6,50,6.8,95.5,1017.2,1025.8,0.4,4.14,0,10,7.5,8.7,1016.129493
20141124,8.8,8.3,9.4,21.3,2.8,1,340,8.6,98.6,1012,1020.4,0,1.08,0,10,6.5,8.8,1022.328752
20141125,9.8,7.1,12.4,0,6.1,2.2,110,6.7,82.1,1009,1017.4,0,2.57,0,8,7.3,9,1028.376799
20141126,10,6.6,14.3,0,3.7,1.2,140,5.2,73.4,1010.7,1019,3.2,6.41,0,5.5,5.3,9.5,1040.845342
20141127,9.4,5.1,16.2,0,2,0.9,320,6.8,85.9,1014.9,1023.3,7.5,11.16,0,1.9,1.3,9,1019.680005
20141128,9.5,5.2,13.9,5.3,6.6,1.9,320,9,97,1007.4,1015.7,0,1.4,0,9.1,5.9,8.3,1026.010903
20141129,10.3,6.7,14.9,0,3.2,1.1,320,7.1,81.4,1012.1,1020.5,4.6,8.62,0,5.5,5.5,11.3,1006.499573
20141130,9.4,6.7,10.9,7.6,4.1,1.3,320,8.9,97.1,1003.9,1012.3,0,1.54,0,9.6,6.4,9.3,1040.610585
20141201,1.6,-4.2,9.6,3.1,6.9,3.6,320,-1.6,79.8,1007.2,1015.8,3,5.83,0.3,8.1,7.4,4.3,1083.809771
20141202,-3.5,-5.9,0.7,0,5.6,1.9,320,-9.2,66.3,1014.4,1023.3,7.8,10.5,0.6,2.9,2.9,0.7,1081.524939
20141203,-0.9,-4,1.6,8.3,3.9,1.6,200,-2,92.9,1012.1,1020.8,1.8,5.51,5.3,8.4,8,-0.2,1070.869766
20141204,-2.2,-4.3,1,1.2,2.9,1,340,-3.7,89.6,1011.9,1020.6,4.4,2.91,3.9,6.4,6.4,0,1069.914581
20141205,-4.9,-8.2,-0.1,0.1,2.2,1,248.5172982,-8.3,77.6,1013.4,1022.4,7.9,7.94,4.1,2.3,2.3,0,1084.722168
20141206,-3.2,-7.2,1.3,0,5.2,1.4,320,-7.7,72.3,1016.1,1025,8.4,11.28,0,2.3,2.3,-0.5,1079.539362
20141207,-2,-5.3,2.7,0,2,0.8,340,-5.7,76.3,1018.2,1027.1,4.5,7.54,0,5.8,0.6,-0.4,1097.116618
20141208,-0.8,-3.6,4,3.1,2.9,1,320,-3.3,83.6,1021.8,1030.7,6.6,9.46,6.6,3.4,3.147782705,-0.3,1071.262656
20141209,-2.3,-7.7,3.7,0,2.1,0.8,290,-7.9,68.9,1026.6,1035.5,8.8,12.47,0,2.4,0,-0.7,1048.132232
20141210,0.7,-3.8,3.6,0.2,1.6,0.7,160,-2.6,78.6,1017.2,1026,0.3,2.73,0,9.1,3.147782705,-0.4,1040.358384
20141211,1.2,-3.7,4.5,0.4,4.2,2,340,-2.7,75.9,1014.9,1023.6,3.5,7.14,0,6.1,4,1.7,1046.529754
20141212,-0.9,-4.2,4.1,1.1,3.8,1.2,340,-4.2,79.1,1014.9,1023.6,6.1,9.41,2.5,6.6,6.5,0.7,1042.270094
20141213,-3.7,-6.5,-0.5,1.2,3.5,1.3,340,-7.6,74.9,1018.6,1027.5,8.5,6.98,5.3,2.5,2.5,0.5,1064.359975
20141214,-1.5,-8.2,3.9,0,4.2,1.5,180,-6.3,70.6,1021.4,1030.2,8.7,11.18,0,2,2,-0.5,1035.682418
20141215,2.4,-1.2,5.7,5.6,2.8,0.9,320,-0.9,79.1,1016.6,1025.2,0,3.85,0,9.4,3.147782705,1.7,1087.406357
20141216,-1.8,-7,2.9,6.5,7.8,3.2,320,-5.5,77.4,1011.2,1020,6.4,8.76,1.6,8,3.147782705,1.2,1077.577073
20141217,-6.8,-10.5,-4,0,5.3,2.3,340,-12.2,66.1,1017.1,1026.1,7.2,9.7,1.6,3.6,3.6,-1,1047.906895
20141218,-4.9,-9.8,1.7,0,3.7,1.2,340,-12.4,57.6,1025.3,1034.3,8.9,11.93,0,0,0,-1.1,1057.316392
20141219,-2.6,-7.9,1.4,0,1.5,0.6,320,-7.2,71.4,1020.5,1029.4,1.4,5.78,0,6.8,3.147782705,-1.4,1078.441843
20141220,0.5,-4.3,4.2,2.9,6,2.2,340,-4.5,72.1,1013.5,1022.2,6.7,10.06,0,5.1,3.147782705,1,1049.340457
20141221,-3.7,-7.2,2.4,0.6,4.3,1.3,340,-9.2,68.9,1015.1,1024,7,11.04,1,3.8,3.3,-1,1092.494264
20141222,-3,-8.4,1.7,0.4,4.5,1.4,320,-4.7,88,1016.7,1025.5,4.5,6.76,1.4,4.1,4.1,-0.4,1052.861778
20141223,-1.3,-6.3,3.6,0,1.9,0.5,340,-3.6,85.4,1017.8,1026.7,0.3,4.98,0,5.1,1.8,-0.6,1080.284749
20141224,2.2,-1.7,7.4,0.3,3.8,1.3,340,-0.8,81.5,1014.2,1022.9,2.2,3.87,0,5.1,5.1,0.6,1066.940673
20141225,-1.1,-4.4,4.5,0,5.3,1.8,320,-7.6,63.1,1019.6,1028.5,8.8,11.78,0,0,0,-0.1,1054.166588
20141226,-2.3,-7.2,3.7,0,2.9,1.1,320,-10,58.3,1022.3,1031.2,8.8,11.86,0,0,0,-0.9,1048.358037
20141227,-1.4,-5.8,6.1,0,2,0.8,340,-7.3,66.4,1021.5,1030.4,7.2,10.1,0,2.4,0,-0.6,1064.354228
20141228,-0.8,-6.4,4.1,0,1.8,0.5,320,-5.1,73.5,1014.3,1023.1,2.8,7.17,0,5.8,2.8,-0.7,1048.526719
20141229,3.3,0,7.6,0,3.6,1,200,0.3,81.4,1007.3,1015.9,5.2,7.09,0,5.3,4.6,1.4,1051.280267
20141230,4.2,-1,10.1,0,4.5,1.8,200,-1.9,67.9,1009.2,1017.8,8.2,9.93,0,0.3,0.3,2,1053.193491
20141231,-0.6,-4.1,3,1.5,7.1,2.5,320,-5.6,71.4,1009.6,1018.3,3.8,5.36,1.4,7.1,3.147782705,-0.3,1068.910693
20150101,-5.6,-8.3,-2.4,0,5.5,2.5,320,-11.9,62.1,1016.3,1025.3,8,10.53,0.5,4.1,4.1,-1.5,1212.36968
20150102,-4.7,-7.3,0.3,0,4.8,1.3,320,-10.4,67,1017.4,1026.3,5.4,8.42,0,3.3,3.3,-2.4,1155.392583
20150103,-2.9,-9.9,3.9,0,2.2,0.8,320,-7.2,73.5,1015.9,1024.8,8.6,11.35,0,3.1,2.4,-2.2,1215.78718
20150104,2,-2.6,10.3,0,2.7,0.8,320,-1,81.4,1010.4,1019,5,8.28,0,3.4,3.4,0.1,1179.462772
20150105,3.2,-2.6,8.8,6.1,1.9,0.7,320,0.4,84,1008.6,1017.2,4.1,7.64,0,7.3,4.4,1.4,1204.011079
20150106,0,-5.8,4.5,9.7,4.8,2.3,320,-6.1,66.9,1008.1,1016.8,7.4,12.05,0,3.9,2.6,2.4,1205.049123
20150107,-4.2,-7.8,1.8,0,4,1.5,320,-12.6,53.4,1014.4,1023.3,8.4,10.66,0,2.3,0,-1.7,1218.790518
20150108,-3.1,-8.7,3.1,0,3.2,1.1,180,-8.2,69.6,1017.8,1026.7,8.9,12.54,0,0,0,-1.4,1164.553109
20150109,-1.4,-5.5,1.9,0.1,3.7,1,200,-3.6,85,1017.3,1026.1,1,4.5,0,4.5,4.5,-1.3,1164.705444
20150110,1.3,-4.3,7.1,0,3.8,1.4,200,-3.6,71.1,1015.9,1024.6,8.4,11.83,0,0.1,0.1,-0.1,1162.843906
20150111,1.4,-2.5,5.5,0,5.8,2.6,320,-5.3,63.3,1016.2,1024.9,7.7,11.31,0,1.8,1.3,0.8,1186.576888
20150112,-1.8,-6.7,4.6,0,2.5,1,340,-10.5,53.1,1026,1034.9,8.9,12.35,0,0,0,-0.7,1180.976873
20150113,0.2,-6.8,8.5,0,1.8,0.7,320,-6,65,1025.6,1034.4,6.8,10.04,0,4.3,1.1,-0.1,1190.244515
20150114,2,-0.2,5.2,0,1.6,0.7,290,-2.1,74.5,1018.3,1027,0,3.52,0,9.5,6.8,0.2,1198.043853
20150115,2.4,-1.8,9.5,0,2.1,0.9,250,-2.1,73.5,1014.1,1022.8,5.1,8.17,0,3.4,1.4,1.7,1181.453606
20150116,1,-2.2,3.5,0.2,5.2,1.7,320,-1.6,83.3,1012.8,1021.5,0,1.9,0,8.4,3.147782705,-0.2,1167.687321
