year,month,day,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최다풍향(16방위),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C)
2014,7,18,24.8,20.3,29.4,85.5,4.4,1.4,230,23.1,91.3,1004.5,1012.4,5.6,17.69,0,8.3,7,27.4
2014,7,19,26.9,24.6,30.9,0.8,4,1.3,180,24.7,88.6,1004.6,1012.4,6.2,16.62,0,8,6.3,28
2014,7,20,27.9,24,33,0,2.7,1.2,360,23.8,79.8,1003.2,1011,9.8,25.85,0,6.3,4.6,31.5
2014,7,21,27.8,25.3,31.9,0,2.9,1.4,200,23.8,80.3,1001.1,1008.9,6.4,19.25,0,6.1,4.4,31.4
2014,7,22,26.9,24.5,29.9,0,4.4,2.1,200,23.4,81.5,999.9,1007.6,5.3,18.32,0,7.4,4.8,30.2
2014,7,23,26.3,25.1,28.8,1.9,4.3,2.1,200,24.2,88.8,998.3,1006,2.3,6.37,0,8.8,6.6,26.2
2014,7,24,27.4,25.6,30.7,6.2,3.1,1.7,200,25.9,92.1,998.5,1006.2,7,18.1,0,8.5,7.4,29.6
2014,7,25,29.9,25.1,34.9,0.7,7.8,3.1,200,24.7,76.3,997.3,1005,10.4,23.77,0,6.3,5.5,33.1
2014,7,26,24.8,21.6,28.8,0.9,8.1,3.2,200,21.2,81.1,1000.8,1008.7,2.8,9.66,0,6.5,6.5,24.6
2014,7,27,24.7,19.3,30.5,0,2.3,1.1,230,20,77.6,1003,1010.9,11.5,27.88,0,3.3,2.6,30.9
2014,7,28,25.2,20.5,30.3,0,3.8,1.4,90,21.2,79.9,1001.2,1009,4.1,17.18,0,7,1.6,28
2014,7,29,24.3,20.6,29.2,18.1,3.4,1.4,110,22,88,1001.9,1009.8,5.4,17.31,0,7.6,6.3,27.6
2014,7,30,28.6,23.1,34.2,0,3.1,0.9,340,24.3,79.5,1002.8,1010.5,10.4,25.06,0,5.8,5.3,30.6
2014,7,31,27.3,24.2,34,10.6,6.6,1.3,110,24.9,87.8,1002.4,1010.2,8.8,21.45,0,6.4,6.1,27.7
2014,8,1,27.9,23.2,31.8,0,5.7,2.1,70,23.8,80,999.4,1007.1,2.1,16.48,0,7.6,3.8,29.6
2014,8,2,27.4,23.8,31.2,14.2,9,4.7,90,23.6,80.9,993.3,1000.9,3.1,14.2,0,8.3,5.3,28.5
2014,8,3,26.2,24.3,27.7,1.8,5.8,3.4,110,24.6,91.6,988,995.7,0.5,6.5,0,10,6.9,26.2
2014,8,4,25.6,24.4,27.3,10.1,2.3,0.9,200,25.1,97.5,991.6,999.4,0,8.12,0,10,6.9,27.9
2014,8,5,27,24.6,31,0,4.8,2.2,200,24.4,86.5,997,1004.7,7.7,19.87,0,6.6,5.5,30.1
2014,8,6,26,24,28.7,0,4,1.6,200,23.8,88,998.3,1006.1,0,8.2,0,9.4,5.9,27.6
2014,8,7,21.5,20.3,24,44.3,2.3,1,340,21.3,99.3,999.2,1007.1,0,3.23,0,10,6.9,22.8
2014,8,8,23.5,19.8,26.5,1.6,5.3,3.2,90,20.3,83,1000.2,1008.1,4.9,15.44,0,7.9,6.8,25.8
2014,8,9,25.8,22.9,29.8,0,6,3.5,110,19.8,70.3,997.4,1005.2,8.5,20.49,0,5.8,4.9,30.1
2014,8,10,23.5,21.2,27.3,2.1,4.2,1.2,360,20.8,85.9,992.5,1000.3,0.7,10.18,0,8.5,5.5,25.6
2014,8,11,23.6,18.7,28.6,0,2.7,1.1,340,20,81.5,994.7,1002.5,10.3,22.94,0,3.8,2.9,26.7
2014,8,12,25.1,19.4,30.3,0,2.5,1,230,21.1,79.9,997.3,1005,11,25.88,0,3.3,2.8,30.1
2014,8,13,23.2,21,26.1,15.7,2.2,0.7,20,22.3,95.3,1001,1008.8,0,4.69,0,9.6,5.3,24.6
2014,8,14,20.9,19.7,21.9,5.6,3.6,1.3,360,20.5,97.9,1001.5,1009.5,0,5.29,0,10,6.9,22.7
2014,8,15,24.2,20.6,28.7,0.2,2.8,0.8,340,22.5,90.8,1000.7,1008.5,3.5,16.11,0,8.6,8.1,28.4
2014,8,16,26,22.2,30.5,0,2.3,0.8,320,22.1,80.8,1002.4,1010.2,6.8,20.06,0,7.8,6.8,30.7
2014,8,17,22.7,20.7,26.6,18.9,5.1,1.2,340,21.7,94.9,1004.3,1012.2,0,5.58,0,10,6.9,23.9
2014,8,18,21.6,19.8,23.5,42.6,2.7,0.9,20,21.2,98.1,1001.2,1009.1,0.1,5.23,0,10,7,22.8
2014,8,19,24,22,27.4,8.6,2.9,1.4,200,22.9,94.3,1002.3,1010.2,0.8,9.74,0,9.8,6.3,26.5
2014,8,20,24,22.3,26.7,1.8,1.9,0.7,200,22.8,93.6,1002.9,1010.8,0,7.86,0,9.9,6,26.1
2014,8,21,23.1,21.4,26.9,27.9,7.5,2.3,200,22.6,97.6,999.5,1007.4,0.4,4.78,0,9.9,7.3,23.3
2014,8,22,24.5,21.5,28.6,0,3.9,1.6,200,21.9,86.8,1003.3,1011.1,8.1,17.6,0,6.5,5.3,27.1
2014,8,23,24.5,21,29.4,0,2.1,0.8,320,21.5,84.8,1002.5,1010.4,7.3,20.77,0,7,3.5,27.9
2014,8,24,24.6,21.5,28,0,1.7,0.7,230,22.6,89.3,1001,1008.8,0.5,10.2,0,9,4,25.9
2014,8,25,23.2,22.4,24.5,45.4,3.2,1.2,50,22.8,98.3,999.4,1007.2,0,4.42,0,9.9,7,24.4
2014,8,26,25.2,22.1,29.2,0.1,3,0.9,360,22.5,85.8,1003.1,1010.9,5.7,16.25,0,7.5,7.1,27.2
2014,8,27,23.8,20.9,27,0,4.1,2.3,110,20.4,81.8,1007.2,1015.1,3.7,14.85,0,8.1,2.5,28.1
2014,8,28,23.9,20.4,28.5,0,4.3,2,110,19.7,78.4,1008.6,1016.5,11.4,23.18,0,6.1,2.8,28.4
2014,8,29,23.5,19.4,28.3,0,4.1,1.9,90,18.9,77.4,1007.7,1015.6,11.2,23.86,0,4.4,2.3,28
2014,8,30,23.5,18.8,28.5,0,4,1.7,110,18,73.1,1006.9,1014.9,11.7,25.01,0,3,0.9,28.3
2014,8,31,22.2,18.6,26.7,0,4.4,2,110,16.9,73,1006,1014,6.3,16.94,0,5.9,1,25
2014,9,1,23.4,17.4,29.2,0,4.4,1.7,90,17.9,73.6,1006.2,1014.1,11.1,25.33,0,3.4,0.6,28.6
2014,9,2,21.7,19.4,24.7,12,6,2.7,110,18.6,83.5,1003.8,1011.7,0.1,9.32,0,8.8,4.5,24.2
2014,9,3,22.3,19.5,26.8,30.7,6.1,2.4,200,20.4,89.9,995.8,1003.6,0.2,7.3,0,9.3,7.5,22
2014,9,4,23.2,20.1,28.1,0,3.6,1.1,200,19.6,81.6,1000.8,1008.7,6.4,16.08,0,4.8,4.8,25.4
2014,9,5,23,17.3,29.1,0,2.2,0.9,290,18.9,80.3,1005,1013,11.3,23.64,0,3.5,0.3,26.6
2014,9,6,23.5,19.6,30.1,0,2,0.8,320,19.7,81.8,1004.3,1012.2,7.4,19.04,0,5,0.4,26.5
2014,9,7,24.1,17.7,31.1,0,2.1,0.9,320,19.9,79.4,1001.1,1008.9,8.4,20.72,0,3.5,0.5,28.3
2014,9,8,24,19.9,29.8,0,2.8,1.1,270,21,84.8,999.3,1007.2,7.4,17.93,0,1.9,1.9,25.3
2014,9,9,22.4,18.1,27.2,0,2.8,1.1,290,18.3,78.6,1000.6,1008.5,3.9,13.82,0,6.5,4.5,25.4
2014,9,10,20.6,14.2,27.2,0,2.4,0.9,320,14.8,72.5,1003,1011,11.4,24.45,0,0.8,0.3,25.6
2014,9,11,21.7,15.6,28.5,0,2.4,0.9,320,16.8,75.8,1005.1,1013.1,10.2,21.62,0,3.1,0.4,26.2
2014,9,12,21.5,18.4,25.1,0,2.3,0.8,320,18.7,84.8,1005.9,1013.9,0.3,9.03,0,9,4.6,23.6
2014,9,13,22.8,18,27.7,0,4.8,2,110,17.1,72.5,1006.9,1014.8,11.5,21.1,0,1.1,1.1,26.5
2014,9,14,22.2,16.7,27.6,0,4.1,1.5,90,16.1,70.4,1007.5,1015.5,11.5,22.15,0,5,2,26.8
2014,9,15,22.5,19,27.1,0,2.6,1,290,17.6,74.8,1005.9,1013.9,3.1,14.42,0,8.1,3.6,25.9
2014,9,16,21.5,17,27.3,0,3.3,0.9,320,13.7,64.5,1007.4,1015.4,8.6,21.13,0,6.1,1.4,26
2014,9,17,19.9,17.1,24.7,0,2.5,0.9,320,14.1,70.3,1008.3,1016.3,2.7,11.98,0,7.9,3,23.6
2014,9,18,20.1,15.8,25,0,3.4,1.4,20,15.2,74.9,1009.3,1017.3,7.1,15.87,0,7.1,1.6,24
2014,9,19,20.1,13.6,27.7,0,3.7,1.4,110,11.6,63.8,1006.9,1014.9,11.8,24.34,0,0.8,0.6,25.5
2014,9,20,20,12.9,27.5,0,3.5,1.3,320,12.6,66.3,1006.3,1014.4,10.6,21.98,0,1.3,1.3,25.7
2014,9,21,20.7,15.1,27.1,0,3.1,1.1,320,14.6,70.5,1009.3,1017.4,10.4,20.65,0,2.6,2.6,25.7
2014,9,22,21.5,14.8,28.7,0,4.9,1.6,140,14.6,68.1,1010.6,1018.6,11.3,21.88,0,0.6,0,26.8
2014,9,23,22.3,16.5,29.1,4.4,4.7,2.3,110,16.7,73.1,1009.1,1017.1,7.2,18.54,0,5.8,3.3,25.6
2014,9,24,18.2,16.6,19.4,67.3,3.5,1.7,360,17.9,98.5,1000.8,1008.8,0,3.77,0,8.5,6.4,19.7
2014,9,25,20.4,15.8,26.9,0,2.4,0.8,320,17.5,85.4,1005.7,1013.7,8.9,20.09,0,4.4,3,22
2014,9,26,21.4,18.4,26,0,4.6,2.1,110,17.3,79.1,1008.6,1016.6,5.2,14.78,0,6.9,5.3,22.5
2014,9,27,21.2,17,25.7,0,2.2,1.1,320,17.6,81.3,1009.3,1017.3,6.5,14.36,0,4.3,3.1,22.1
2014,9,28,21.1,16.8,26.4,0,2.6,0.9,320,18.2,85,1007.9,1015.9,6.8,14.6,0,6.3,4.5,22.1
2014,9,29,20.1,18.7,21.6,3.6,1.9,0.6,340,19.3,95.8,1005.7,1013.7,0,2.69,0,9.8,6.3,20.7
2014,9,30,19.7,17.1,24.2,0,5.8,2.5,110,16.9,84.8,1008.7,1016.8,4.9,11.74,0,7.1,7.1,21.5
2014,10,1,19.6,16,24.2,0,4.1,2.3,110,15.5,77.9,1009.3,1017.3,5.9,14.42,0,6.9,6.4,22.1
2014,10,2,19.3,16.1,23.1,0.1,2.8,1.1,290,16.1,82.4,1002.7,1010.7,3.5,9.58,0,8.1,7.3,20.7
2014,10,3,16.8,12.9,21.1,0,4.1,1.9,320,12.1,75.1,1004.9,1013,7.8,15.02,0,5.1,5.1,18.8
2014,10,4,16.7,11.1,23.3,0,7,2.9,110,11.3,73.3,1011.3,1019.5,9.7,18.64,0,1,1,18.8
2014,10,5,17.5,12.2,23.2,0,5.9,2.4,70,9.6,61.4,1009.7,1017.8,10.9,20.45,0,1.4,1.3,20.7
2014,10,6,15.2,10,21.5,0,3,1,340,9.2,69.6,1010.3,1018.5,10.3,18.66,0,0.8,0.8,18.2
2014,10,7,15.9,9.4,23.7,0,2.6,0.9,320,10.5,74,1014,1022.2,10.3,19.14,0,0.4,0.4,19.9
2014,10,8,16,9.6,23.4,0,2.4,0.9,320,11.3,76.8,1014,1022.2,10.6,19.54,0,1.5,0.5,20
2014,10,9,17.1,10.6,25.1,0,3,1,320,12.3,76,1012.7,1020.8,9.4,18.16,0,3.6,0,20.6
2014,10,10,19.1,11.5,27.1,0,6.3,2.7,90,12.6,69.9,1013.3,1021.4,10.5,19.18,0,2.1,0,21.6
2014,10,11,19.9,15.8,25.9,0,5.4,3.1,110,12.2,62.4,1014.6,1022.7,10.7,19.6,0,0,0,22.8
2014,10,12,18.5,14.2,22.3,0,5,2.1,140,13.3,72.6,1009.9,1018,3.9,11.02,0,6.9,5.4,19.6
2014,10,13,16.6,10.7,21.1,4.3,5.8,2.3,20,12,75.9,1003.4,1011.5,4.5,8.85,0,6,4,17.7
2014,10,14,13.1,7.7,20.2,0,2.6,1,290,7.2,70.1,1009.1,1017.4,10.5,19.25,0,0.4,0.1,16.6
2014,10,15,13,6.2,20.6,0,3.1,1.1,320,7,71.6,1010.4,1018.7,10.5,19.01,0,0,0,16.2
2014,10,16,13,8.3,19.5,1.1,6.1,2,320,6,67,1011.5,1019.8,9.1,16.41,0,2,2,15.6
2014,10,17,12.2,4.7,21.1,0,2.7,1,320,4.5,65.1,1015.4,1023.7,10.5,19.32,0,1.1,0,15.2
2014,10,18,12.9,5.3,21.9,0,1.8,0.9,320,6.5,69.5,1016.2,1024.5,10.2,17.45,0,0,0,15.5
2014,10,19,14.8,6.4,22.4,0,1.5,0.7,320,9.2,72.6,1014.5,1022.7,7.2,13.83,0,6,1.6,16.1
2014,10,20,16.8,14.4,18.3,28.8,2.4,1.1,180,16.5,98.9,1008.9,1017,0,1.16,0,10,6.9,16.5
2014,10,21,15.5,11.8,17.7,74.3,3.5,1.4,360,15.3,99,1007.1,1015.3,0,1.23,0,10,7.3,16.2
2014,10,22,13.2,10.6,17.3,6.6,3.3,1.6,360,11.3,89.4,1011.7,1019.9,3.1,10.45,0,6.6,5.6,14.8
2014,10,23,12.8,7.1,20,0,1.8,0.8,320,9.4,82.4,1013.2,1021.5,10,16.64,0,1.4,0,14.8
2014,10,24,13.8,7.9,21.1,0,2.6,0.9,320,11.1,86,1012.7,1021,9.2,15.35,0,0.1,0.1,15
2014,10,25,13.9,8.4,23,0,2.2,0.8,320,10.5,83,1012.7,1021,7.4,15.3,0,0.9,0.9,14.7
2014,10,26,15.2,7.7,21.5,0,4.2,1.3,230,12,83.3,1010.8,1019,9.5,15.88,0,3.6,3.5,15.6
2014,10,27,11.3,6.6,17.8,0,3.6,1.4,340,3.6,61.5,1015.1,1023.5,10.1,16.87,0,0,0,12.9
2014,10,28,9.2,2.5,18.8,0,2,1,320,2.9,69.4,1018,1026.4,10,16.92,0,0,0,10.7
2014,10,29,10.5,3.1,20.5,0,1.6,0.8,320,5.2,73.1,1018.4,1026.8,9.5,13.81,0,2.6,0.1,11.6
2014,10,30,11.2,5,17.5,0,1.8,0.7,320,7.4,79.5,1016.4,1024.8,2.2,8.84,0,6.3,5.1,11.4
2014,10,31,12.1,11.2,12.7,54.2,5.3,1.5,340,11.7,98.1,1010.4,1018.7,0,1.62,0,10,6.9,12
2014,11,1,13.7,11.6,15.7,1.8,2.1,0.8,320,13.3,98,1005.5,1013.7,0,3.3,0,9,6.8,14
2014,11,2,11.3,8.6,13.4,2,5.3,2.5,320,6.7,75.8,1004.7,1013,3.3,5.74,0,7,5.9,11.1
2014,11,3,8.4,2.8,14.4,0,4.8,1.9,320,0.7,60.1,1011.7,1020.1,9.7,15.04,0,1.1,1.1,8.5
2014,11,4,9.1,2.5,17.6,0,2.5,0.9,320,4.1,74.1,1014.1,1022.6,9.8,15.72,0,0,0,9.9
2014,11,5,10,3.1,17.6,0,2.3,0.9,320,5.5,76.6,1013.1,1021.5,9.7,14.87,0,3.3,0,10.3
2014,11,6,11.7,8.5,18.1,0,2.1,0.9,320,8.5,81.6,1012.9,1021.2,4.4,8.22,0,4.9,2.5,11
2014,11,7,9.8,3.9,17.2,0,2.1,0.9,140,4.7,74.9,1017.2,1025.6,9,13.79,0,2.6,0,10
2014,11,8,10.6,6.7,14.8,0,1.5,0.6,320,8.1,84.8,1016.6,1025,0,5.36,0,9,4.3,10.5
2014,11,9,9.9,4.9,15.8,0,3.4,1.2,320,4.3,71.5,1015.8,1024.2,9.3,13.73,0,1,0.5,10.7
2014,11,10,8,1.6,16.8,0,2.1,0.9,320,1.1,67.3,1014.6,1023.1,9.4,14.66,0,0,0,8.2
2014,11,11,8.8,1.2,16,0,3.3,1.1,320,4.3,75.6,1009.1,1017.5,8.1,12.45,0,5,1.1,8.4
2014,11,12,7.9,2.7,11.8,1.7,5.8,3,320,2,68.9,1006.7,1015.1,3.8,7.54,0,7.5,7.1,7.7
2014,11,13,2.3,-2,7.1,0,5.3,1.7,360,-5.4,57.5,1015.6,1024.3,8.8,12.47,0,5.9,5.9,3.5
2014,11,14,5.8,1.4,11.6,0,4.5,1.6,230,-0.9,64.8,1017.3,1025.8,7,12.25,0,4.3,4.3,6
2014,11,15,5.7,0,12,0,2.9,1.2,320,-0.4,68.6,1021.3,1029.9,8.2,12.61,0,3.9,0,5.6
2014,11,16,8.4,4.2,13.5,0,2.3,0.9,340,-2,51,1017.4,1025.9,5.4,10.7,0,7.1,4.1,8
2014,11,17,7.2,3.9,12.4,0,5.5,1.5,340,1.4,68,1016.5,1025,6.2,8.34,0,5.8,5.3,7.5
2014,11,18,5.3,0.5,12.3,0,3,1.1,340,-0.9,68.3,1020.1,1028.8,9.2,13.44,0,0,0,5.9
2014,11,19,4.8,-2,12.4,0,3.1,1,320,-1.1,68.8,1019.7,1028.4,9.3,13.27,0,2.1,0,4.7
2014,11,20,6.1,-0.4,14.9,0,2.3,0.8,320,-0.1,68.3,1017,1025.6,8.9,12.28,0,0,0,5.4
2014,11,21,8,0.6,17.1,0,2.9,0.9,200,2.1,70.1,1015.6,1024.1,7.6,11.07,0,2,0,6.5
2014,11,22,8,3.8,13.6,1,3.2,0.9,320,6.2,89.3,1016.6,1025.1,2.6,5.42,0,5.5,4.9,6.6
2014,11,23,7.6,5.6,9.6,0,1.7,0.6,50,6.8,95.5,1017.2,1025.8,0.4,4.14,0,10,7.5,8.7
2014,11,24,8.8,8.3,9.4,21.3,2.8,1,340,8.6,98.6,1012,1020.4,0,1.08,0,10,6.5,8.8
2014,11,25,9.8,7.1,12.4,0,6.1,2.2,110,6.7,82.1,1009,1017.4,0,2.57,0,8,7.3,9
2014,11,26,10,6.6,14.3,0,3.7,1.2,140,5.2,73.4,1010.7,1019,3.2,6.41,0,5.5,5.3,9.5
2014,11,27,9.4,5.1,16.2,0,2,0.9,320,6.8,85.9,1014.9,1023.3,7.5,11.16,0,1.9,1.3,9
2014,11,28,9.5,5.2,13.9,5.3,6.6,1.9,320,9,97,1007.4,1015.7,0,1.4,0,9.1,5.9,8.3
2014,11,29,10.3,6.7,14.9,0,3.2,1.1,320,7.1,81.4,1012.1,1020.5,4.6,8.62,0,5.5,5.5,11.3
2014,11,30,9.4,6.7,10.9,7.6,4.1,1.3,320,8.9,97.1,1003.9,1012.3,0,1.54,0,9.6,6.4,9.3
2014,12,1,1.6,-4.2,9.6,3.1,6.9,3.6,320,-1.6,79.8,1007.2,1015.8,3,5.83,0.3,8.1,7.4,4.3
2014,12,2,-3.5,-5.9,0.7,0,5.6,1.9,320,-9.2,66.3,1014.4,1023.3,7.8,10.5,0.6,2.9,2.9,0.7
2014,12,3,-0.9,-4,1.6,8.3,3.9,1.6,200,-2,92.9,1012.1,1020.8,1.8,5.51,5.3,8.4,8,-0.2
2014,12,4,-2.2,-4.3,1,1.2,2.9,1,340,-3.7,89.6,1011.9,1020.6,4.4,2.91,3.9,6.4,6.4,0
2014,12,5,-4.9,-8.2,-0.1,0.1,2.2,1,248.5172982,-8.3,77.6,1013.4,1022.4,7.9,7.94,4.1,2.3,2.3,0
2014,12,6,-3.2,-7.2,1.3,0,5.2,1.4,320,-7.7,72.3,1016.1,1025,8.4,11.28,0,2.3,2.3,-0.5
2014,12,7,-2,-5.3,2.7,0,2,0.8,340,-5.7,76.3,1018.2,1027.1,4.5,7.54,0,5.8,0.6,-0.4
2014,12,8,-0.8,-3.6,4,3.1,2.9,1,320,-3.3,83.6,1021.8,1030.7,6.6,9.46,6.6,3.4,3.147782705,-0.3
2014,12,9,-2.3,-7.7,3.7,0,2.1,0.8,290,-7.9,68.9,1026.6,1035.5,8.8,12.47,0,2.4,0,-0.7
2014,12,10,0.7,-3.8,3.6,0.2,1.6,0.7,160,-2.6,78.6,1017.2,1026,0.3,2.73,0,9.1,3.147782705,-0.4
2014,12,11,1.2,-3.7,4.5,0.4,4.2,2,340,-2.7,75.9,1014.9,1023.6,3.5,7.14,0,6.1,4,1.7
2014,12,12,-0.9,-4.2,4.1,1.1,3.8,1.2,340,-4.2,79.1,1014.9,1023.6,6.1,9.41,2.5,6.6,6.5,0.7
2014,12,13,-3.7,-6.5,-0.5,1.2,3.5,1.3,340,-7.6,74.9,1018.6,1027.5,8.5,6.98,5.3,2.5,2.5,0.5
2014,12,14,-1.5,-8.2,3.9,0,4.2,1.5,180,-6.3,70.6,1021.4,1030.2,8.7,11.18,0,2,2,-0.5
2014,12,15,2.4,-1.2,5.7,5.6,2.8,0.9,320,-0.9,79.1,1016.6,1025.2,0,3.85,0,9.4,3.147782705,1.7
2014,12,16,-1.8,-7,2.9,6.5,7.8,3.2,320,-5.5,77.4,1011.2,1020,6.4,8.76,1.6,8,3.147782705,1.2
2014,12,17,-6.8,-10.5,-4,0,5.3,2.3,340,-12.2,66.1,1017.1,1026.1,7.2,9.7,1.6,3.6,3.6,-1
2014,12,18,-4.9,-9.8,1.7,0,3.7,1.2,340,-12.4,57.6,1025.3,1034.3,8.9,11.93,0,0,0,-1.1
2014,12,19,-2.6,-7.9,1.4,0,1.5,0.6,320,-7.2,71.4,1020.5,1029.4,1.4,5.78,0,6.8,3.147782705,-1.4
2014,12,20,0.5,-4.3,4.2,2.9,6,2.2,340,-4.5,72.1,1013.5,1022.2,6.7,10.06,0,5.1,3.147782705,1
2014,12,21,-3.7,-7.2,2.4,0.6,4.3,1.3,340,-9.2,68.9,1015.1,1024,7,11.04,1,3.8,3.3,-1
2014,12,22,-3,-8.4,1.7,0.4,4.5,1.4,320,-4.7,88,1016.7,1025.5,4.5,6.76,1.4,4.1,4.1,-0.4
2014,12,23,-1.3,-6.3,3.6,0,1.9,0.5,340,-3.6,85.4,1017.8,1026.7,0.3,4.98,0,5.1,1.8,-0.6
2014,12,24,2.2,-1.7,7.4,0.3,3.8,1.3,340,-0.8,81.5,1014.2,1022.9,2.2,3.87,0,5.1,5.1,0.6
2014,12,25,-1.1,-4.4,4.5,0,5.3,1.8,320,-7.6,63.1,1019.6,1028.5,8.8,11.78,0,0,0,-0.1
2014,12,26,-2.3,-7.2,3.7,0,2.9,1.1,320,-10,58.3,1022.3,1031.2,8.8,11.86,0,0,0,-0.9
2014,12,27,-1.4,-5.8,6.1,0,2,0.8,340,-7.3,66.4,1021.5,1030.4,7.2,10.1,0,2.4,0,-0.6
2014,12,28,-0.8,-6.4,4.1,0,1.8,0.5,320,-5.1,73.5,1014.3,1023.1,2.8,7.17,0,5.8,2.8,-0.7
2014,12,29,3.3,0,7.6,0,3.6,1,200,0.3,81.4,1007.3,1015.9,5.2,7.09,0,5.3,4.6,1.4
2014,12,30,4.2,-1,10.1,0,4.5,1.8,200,-1.9,67.9,1009.2,1017.8,8.2,9.93,0,0.3,0.3,2
2014,12,31,-0.6,-4.1,3,1.5,7.1,2.5,320,-5.6,71.4,1009.6,1018.3,3.8,5.36,1.4,7.1,3.147782705,-0.3
2015,1,1,-5.6,-8.3,-2.4,0,5.5,2.5,320,-11.9,62.1,1016.3,1025.3,8,10.53,0.5,4.1,4.1,-1.5
2015,1,2,-4.7,-7.3,0.3,0,4.8,1.3,320,-10.4,67,1017.4,1026.3,5.4,8.42,0,3.3,3.3,-2.4
2015,1,3,-2.9,-9.9,3.9,0,2.2,0.8,320,-7.2,73.5,1015.9,1024.8,8.6,11.35,0,3.1,2.4,-2.2
2015,1,4,2,-2.6,10.3,0,2.7,0.8,320,-1,81.4,1010.4,1019,5,8.28,0,3.4,3.4,0.1
2015,1,5,3.2,-2.6,8.8,6.1,1.9,0.7,320,0.4,84,1008.6,1017.2,4.1,7.64,0,7.3,4.4,1.4
2015,1,6,0,-5.8,4.5,9.7,4.8,2.3,320,-6.1,66.9,1008.1,1016.8,7.4,12.05,0,3.9,2.6,2.4
2015,1,7,-4.2,-7.8,1.8,0,4,1.5,320,-12.6,53.4,1014.4,1023.3,8.4,10.66,0,2.3,0,-1.7
2015,1,8,-3.1,-8.7,3.1,0,3.2,1.1,180,-8.2,69.6,1017.8,1026.7,8.9,12.54,0,0,0,-1.4
2015,1,9,-1.4,-5.5,1.9,0.1,3.7,1,200,-3.6,85,1017.3,1026.1,1,4.5,0,4.5,4.5,-1.3
2015,1,10,1.3,-4.3,7.1,0,3.8,1.4,200,-3.6,71.1,1015.9,1024.6,8.4,11.83,0,0.1,0.1,-0.1
2015,1,11,1.4,-2.5,5.5,0,5.8,2.6,320,-5.3,63.3,1016.2,1024.9,7.7,11.31,0,1.8,1.3,0.8
2015,1,12,-1.8,-6.7,4.6,0,2.5,1,340,-10.5,53.1,1026,1034.9,8.9,12.35,0,0,0,-0.7
2015,1,13,0.2,-6.8,8.5,0,1.8,0.7,320,-6,65,1025.6,1034.4,6.8,10.04,0,4.3,1.1,-0.1
2015,1,14,2,-0.2,5.2,0,1.6,0.7,290,-2.1,74.5,1018.3,1027,0,3.52,0,9.5,6.8,0.2
2015,1,15,2.4,-1.8,9.5,0,2.1,0.9,250,-2.1,73.5,1014.1,1022.8,5.1,8.17,0,3.4,1.4,1.7
2015,1,16,1,-2.2,3.5,0.2,5.2,1.7,320,-1.6,83.3,1012.8,1021.5,0,1.9,0,8.4,3.147782705,-0.2
2015,1,17,-1.5,-5,3.3,0,5.1,2.3,320,-9.9,54.6,1020.2,1029.1,8.8,13.41,0,1.9,1.4,1
2015,1,18,-0.6,-7.6,6.3,5.4,4.7,1.3,180,-5.2,73.1,1015.1,1023.8,7.5,11.87,2,4.3,3,-0.4
2015,1,19,1.8,-2.5,5,0,5.1,2.3,290,-2.1,75.5,1015.1,1023.7,2.3,5.16,1.7,5.3,5.3,0.6
2015,1,20,0.4,-5.2,6.7,0,2.2,0.9,320,-4.4,71.9,1018.8,1027.5,8.6,12.12,0,3.9,0.8,0.9
2015,1,21,2.5,-1.2,6.2,3.5,1.8,0.8,320,-0.4,82.3,1013.6,1022.2,0,4.14,0,8.8,3.147782705,2.1
2015,1,22,3.1,1.4,6.1,3,2.4,0.9,340,1,87,1010.6,1019.2,0.5,4.96,0,8.9,3.147782705,3.3
2015,1,23,1.1,-1.6,5.8,0,4.5,1.2,320,-1.5,83.9,1014.4,1023.1,5.2,9.63,0,3.5,3.5,1.6
2015,1,24,2.8,-1.7,8.7,0,2.8,0.9,320,-1.1,76.8,1018,1026.7,4.9,8.97,0,5.8,5.4,2.3
2015,1,25,3.5,-1.3,8.4,2,3.4,1,320,1.1,85.4,1015.7,1024.4,0.9,5.04,0,8.5,3.147782705,3.3
2015,1,26,5.3,2.5,7.7,0.3,3.2,1,340,4.3,94,1011.5,1020.1,0,1.82,0,9.7,3.147782705,5
2015,1,27,-0.8,-6.2,3.4,0,4.3,2,248.5172982,-6.2,67.9,1016.2,1025,6.8,12.19,0,2.4,2.4,1.5
2015,1,28,-3.4,-8.2,2.8,0,2.7,1.1,248.5172982,-9.9,62.9,1020.3,1029.2,7.8,13.32,0,3,0.9,-1.3
2015,1,29,-0.2,-4,2.9,1.2,2.7,0.7,340,-2.5,84.4,1018.2,1027,0,4.07,0.5,9.1,3.147782705,0.2
2015,1,30,-0.9,-4.5,2.9,0,5,2.1,320,-6.7,66.9,1017.5,1026.4,9,11.86,0.5,3.9,3.3,0.8
2015,1,31,-3.5,-7.9,2.5,0,3,1.2,340,-10.8,59.4,1023.6,1032.6,9.5,15.23,0,0.1,0.1,-1.4
